p_brand,p_type,p_size,supplier_count
Brand#13,STANDARD BRUSHED NICKEL,14,8
Brand#13,STANDARD BRUSHED NICKEL,49,8
Brand#13,STANDARD BRUSHED STEEL,9,8
Brand#13,STANDARD BRUSHED STEEL,49,8
Brand#13,STANDARD BRUSHED TIN,9,8
Brand#13,STANDARD BURNISHED BRASS,23,8
Brand#13,STANDARD BURNISHED BRASS,36,8
Brand#13,STANDARD BURNISHED COPPER,49,8
Brand#13,STANDARD BURNISHED NICKEL,3,8
Brand#13,STANDARD BURNISHED NICKEL,14,8
Brand#13,STANDARD PLATED BRASS,9,8
Brand#13,STANDARD PLATED BRASS,23,8
Brand#13,STANDARD PLATED BRASS,49,8
Brand#13,STANDARD PLATED COPPER,36,8
Brand#13,STANDARD PLATED NICKEL,3,8
Brand#13,STANDARD PLATED STEEL,14,8
Brand#13,STANDARD PLATED STEEL,49,8
Brand#13,STANDARD PLATED TIN,14,8
Brand#13,STANDARD PLATED TIN,36,8
Brand#13,STANDARD POLISHED COPPER,14,8
Brand#13,STANDARD POLISHED NICKEL,3,8
Brand#13,STANDARD POLISHED NICKEL,36,8
Brand#13,STANDARD POLISHED STEEL,14,8
Brand#13,STANDARD POLISHED STEEL,23,8
Brand#13,STANDARD POLISHED STEEL,36,8
Brand#13,STANDARD POLISHED TIN,23,8
Brand#14,ECONOMY ANODIZED BRASS,36,8
Brand#14,ECONOMY ANODIZED COPPER,36,8
Brand#14,ECONOMY ANODIZED COPPER,45,8
Brand#14,ECONOMY ANODIZED NICKEL,23,8
Brand#14,ECONOMY ANODIZED NICKEL,45,8
Brand#14,ECONOMY ANODIZED STEEL,3,8
Brand#14,ECONOMY ANODIZED STEEL,9,8
Brand#14,ECONOMY ANODIZED STEEL,19,8
Brand#14,ECONOMY ANODIZED TIN,19,8
Brand#14,ECONOMY BRUSHED BRASS,3,8
Brand#14,ECONOMY BRUSHED BRASS,14,8
Brand#14,ECONOMY BRUSHED BRASS,49,8
Brand#14,ECONOMY BRUSHED NICKEL,14,8
Brand#14,ECONOMY BRUSHED STEEL,49,8
Brand#14,ECONOMY BRUSHED TIN,3,8
Brand#14,ECONOMY BRUSHED TIN,49,8
Brand#14,ECONOMY BURNISHED BRASS,14,8
Brand#14,ECONOMY BURNISHED COPPER,36,8
Brand#14,ECONOMY BURNISHED STEEL,23,8
Brand#14,ECONOMY BURNISHED STEEL,36,8
Brand#14,ECONOMY BURNISHED TIN,19,8
Brand#14,ECONOMY BURNISHED TIN,23,8
Brand#14,ECONOMY BURNISHED TIN,36,8
Brand#14,ECONOMY PLATED BRASS,36,8
Brand#14,ECONOMY PLATED COPPER,3,8
Brand#14,ECONOMY PLATED COPPER,9,8
Brand#14,ECONOMY PLATED NICKEL,3,8
Brand#14,ECONOMY PLATED STEEL,36,8
Brand#14,ECONOMY PLATED TIN,9,8
Brand#14,ECONOMY POLISHED BRASS,3,8
Brand#14,ECONOMY POLISHED BRASS,23,8
Brand#14,ECONOMY POLISHED BRASS,36,8
Brand#14,ECONOMY POLISHED COPPER,14,8
Brand#14,ECONOMY POLISHED STEEL,3,8
Brand#14,ECONOMY POLISHED TIN,19,8
Brand#14,LARGE ANODIZED BRASS,19,8
Brand#14,LARGE ANODIZED COPPER,23,8
Brand#14,LARGE ANODIZED NICKEL,9,8
Brand#14,LARGE ANODIZED NICKEL,49,8
Brand#14,LARGE ANODIZED STEEL,3,8
Brand#14,LARGE ANODIZED STEEL,45,8
Brand#14,LARGE ANODIZED TIN,9,8
Brand#14,LARGE ANODIZED TIN,19,8
Brand#14,LARGE ANODIZED TIN,23,8
Brand#14,LARGE BRUSHED BRASS,23,8
Brand#14,LARGE BRUSHED BRASS,45,8
Brand#14,LARGE BRUSHED COPPER,49,8
Brand#14,LARGE BRUSHED NICKEL,23,8
Brand#14,LARGE BRUSHED NICKEL,45,8
Brand#14,LARGE BRUSHED TIN,9,8
Brand#14,LARGE BURNISHED BRASS,14,8
Brand#14,LARGE BURNISHED COPPER,19,8
Brand#14,LARGE BURNISHED NICKEL,3,8
Brand#14,LARGE BURNISHED NICKEL,49,8
Brand#14,LARGE BURNISHED STEEL,3,8
Brand#14,LARGE BURNISHED STEEL,9,8
Brand#14,LARGE BURNISHED STEEL,14,8
Brand#14,LARGE BURNISHED STEEL,19,8
Brand#14,LARGE BURNISHED STEEL,45,8
Brand#14,LARGE BURNISHED TIN,19,8
Brand#14,LARGE BURNISHED TIN,23,8
Brand#14,LARGE BURNISHED TIN,45,8
Brand#14,LARGE PLATED BRASS,23,8
Brand#14,LARGE PLATED COPPER,36,8
Brand#14,LARGE PLATED NICKEL,23,8
Brand#14,LARGE PLATED NICKEL,49,8
Brand#14,LARGE PLATED STEEL,49,8
