p_brand,p_type,p_size,supplier_count
Brand#12,LARGE BRUSHED STEEL,49,8
Brand#12,LARGE BRUSHED TIN,9,8
Brand#12,LARGE BRUSHED TIN,45,8
Brand#12,LARGE BURNISHED BRASS,14,8
Brand#12,LARGE BURNISHED BRASS,45,8
Brand#12,LARGE BURNISHED COPPER,19,8
Brand#12,LARGE BURNISHED COPPER,49,8
Brand#12,LARGE BURNISHED NICKEL,3,8
Brand#12,LARGE BURNISHED NICKEL,14,8
Brand#12,LARGE BURNISHED STEEL,3,8
Brand#12,LARGE BURNISHED STEEL,45,8
Brand#12,LARGE BURNISHED TIN,9,8
Brand#12,LARGE BURNISHED TIN,14,8
Brand#12,LARGE BURNISHED TIN,45,8
Brand#12,LARGE BURNISHED TIN,49,8
Brand#12,LARGE PLATED BRASS,49,8
Brand#12,LARGE PLATED COPPER,3,8
Brand#12,LARGE PLATED COPPER,36,8
Brand#12,LARGE PLATED COPPER,45,8
Brand#12,LARGE PLATED NICKEL,49,8
Brand#12,LARGE PLATED STEEL,3,8
Brand#12,LARGE PLATED STEEL,36,8
Brand#12,LARGE PLATED TIN,14,8
Brand#12,LARGE POLISHED BRASS,9,8
Brand#12,LARGE POLISHED BRASS,19,8
Brand#12,LARGE POLISHED COPPER,9,8
Brand#12,LARGE POLISHED COPPER,36,8
Brand#12,LARGE POLISHED NICKEL,23,8
Brand#12,LARGE POLISHED NICKEL,36,8
Brand#12,LARGE POLISHED NICKEL,49,8
Brand#12,LARGE POLISHED STEEL,49,8
Brand#12,MEDIUM ANODIZED BRASS,23,8
Brand#12,MEDIUM ANODIZED NICKEL,9,8
Brand#12,MEDIUM ANODIZED STEEL,19,8
Brand#12,MEDIUM ANODIZED TIN,9,8
Brand#12,MEDIUM BRUSHED COPPER,3,8
Brand#12,MEDIUM BRUSHED COPPER,9,8
Brand#12,MEDIUM BRUSHED COPPER,36,8
Brand#12,MEDIUM BRUSHED NICKEL,49,8
Brand#12,MEDIUM BRUSHED STEEL,3,8
Brand#12,MEDIUM BRUSHED STEEL,36,8
Brand#12,MEDIUM BURNISHED BRASS,23,8
Brand#12,MEDIUM BURNISHED COPPER,49,8
Brand#12,MEDIUM BURNISHED NICKEL,3,8
Brand#12,MEDIUM BURNISHED NICKEL,9,8
Brand#12,MEDIUM BURNISHED NICKEL,49,8
Brand#12,MEDIUM BURNISHED STEEL,3,8
Brand#12,MEDIUM BURNISHED STEEL,9,8
Brand#12,MEDIUM BURNISHED STEEL,14,8
Brand#12,MEDIUM BURNISHED STEEL,19,8
Brand#12,MEDIUM BURNISHED TIN,14,8
Brand#12,MEDIUM PLATED BRASS,14,8
Brand#12,MEDIUM PLATED BRASS,49,8
Brand#12,MEDIUM PLATED NICKEL,9,8
Brand#12,MEDIUM PLATED NICKEL,36,8
Brand#12,MEDIUM PLATED NICKEL,49,8
Brand#12,MEDIUM PLATED STEEL,14,8
Brand#12,MEDIUM PLATED STEEL,23,8
Brand#12,MEDIUM PLATED STEEL,45,8
Brand#12,MEDIUM PLATED TIN,14,8
Brand#12,MEDIUM PLATED TIN,19,8
Brand#12,MEDIUM PLATED TIN,45,8
Brand#12,PROMO ANODIZED BRASS,49,8
Brand#12,PROMO ANODIZED COPPER,3,8
Brand#12,PROMO ANODIZED COPPER,36,8
Brand#12,PROMO ANODIZED COPPER,45,8
Brand#12,PROMO ANODIZED COPPER,49,8
Brand#12,PROMO ANODIZED NICKEL,14,8
Brand#12,PROMO ANODIZED NICKEL,23,8
Brand#12,PROMO ANODIZED TIN,19,8
Brand#12,PROMO ANODIZED TIN,36,8
Brand#12,PROMO BRUSHED BRASS,3,8
Brand#12,PROMO BRUSHED BRASS,23,8
Brand#12,PROMO BRUSHED BRASS,49,8
Brand#12,PROMO BRUSHED COPPER,9,8
Brand#12,PROMO BRUSHED COPPER,23,8
Brand#12,PROMO BRUSHED NICKEL,23,8
Brand#12,PROMO BRUSHED STEEL,23,8
Brand#12,PROMO BURNISHED BRASS,3,8
Brand#12,PROMO BURNISHED COPPER,3,8
Brand#12,PROMO BURNISHED NICKEL,9,8
Brand#12,PROMO BURNISHED NICKEL,49,8
Brand#12,PROMO BURNISHED TIN,9,8
Brand#12,PROMO BURNISHED TIN,14,8
Brand#12,PROMO BURNISHED TIN,45,8
Brand#12,PROMO PLATED BRASS,36,8
Brand#12,PROMO PLATED BRASS,45,8
Brand#12,PROMO PLATED BRASS,49,8
Brand#12,PROMO PLATED COPPER,23,8
Brand#12,PROMO PLATED COPPER,36,8
Brand#12,PROMO PLATED NICKEL,14,8
Brand#12,PROMO PLATED STEEL,3,8
Brand#12,PROMO PLATED STEEL,49,8
Brand#12,PROMO PLATED TIN,3,8
