p_brand,p_type,p_size,supplier_count
Brand#21,SMALL BRUSHED NICKEL,45,12
Brand#21,SMALL BRUSHED STEEL,3,12
Brand#21,SMALL BRUSHED STEEL,9,12
Brand#21,SMALL BRUSHED TIN,14,12
Brand#21,SMALL PLATED BRASS,36,12
Brand#21,SMALL PLATED COPPER,14,12
Brand#21,SMALL PLATED COPPER,23,12
Brand#21,SMALL POLISHED NICKEL,9,12
Brand#21,SMALL POLISHED STEEL,3,12
Brand#21,STANDARD ANODIZED NICKEL,3,12
Brand#21,STANDARD ANODIZED NICKEL,19,12
Brand#21,STANDARD BRUSHED BRASS,9,12
Brand#21,STANDARD BRUSHED NICKEL,23,12
Brand#21,STANDARD BRUSHED NICKEL,45,12
Brand#21,STANDARD BURNISHED BRASS,49,12
Brand#21,STANDARD PLATED COPPER,45,12
Brand#21,STANDARD PLATED NICKEL,49,12
Brand#21,STANDARD PLATED STEEL,36,12
Brand#21,STANDARD PLATED TIN,9,12
Brand#21,STANDARD POLISHED COPPER,49,12
Brand#22,ECONOMY ANODIZED COPPER,36,12
Brand#22,ECONOMY ANODIZED COPPER,45,12
Brand#22,ECONOMY ANODIZED NICKEL,45,12
Brand#22,ECONOMY ANODIZED STEEL,45,12
Brand#22,ECONOMY ANODIZED TIN,49,12
Brand#22,ECONOMY BRUSHED STEEL,45,12
Brand#22,ECONOMY BRUSHED TIN,49,12
Brand#22,ECONOMY BURNISHED BRASS,19,12
Brand#22,ECONOMY BURNISHED BRASS,23,12
Brand#22,ECONOMY BURNISHED BRASS,45,12
Brand#22,ECONOMY BURNISHED COPPER,3,12
Brand#22,ECONOMY BURNISHED COPPER,9,12
Brand#22,ECONOMY BURNISHED COPPER,49,12
Brand#22,ECONOMY BURNISHED NICKEL,14,12
Brand#22,ECONOMY BURNISHED NICKEL,23,12
Brand#22,ECONOMY BURNISHED STEEL,23,12
Brand#22,ECONOMY BURNISHED STEEL,45,12
Brand#22,ECONOMY BURNISHED STEEL,49,12
Brand#22,ECONOMY BURNISHED TIN,9,12
Brand#22,ECONOMY BURNISHED TIN,19,12
Brand#22,ECONOMY PLATED BRASS,36,12
Brand#22,ECONOMY PLATED COPPER,3,12
Brand#22,ECONOMY PLATED STEEL,23,12
Brand#22,ECONOMY POLISHED COPPER,14,12
Brand#22,ECONOMY POLISHED TIN,49,12
Brand#22,LARGE ANODIZED NICKEL,14,12
Brand#22,LARGE ANODIZED TIN,14,12
Brand#22,LARGE BRUSHED BRASS,9,12
Brand#22,LARGE BRUSHED BRASS,49,12
Brand#22,LARGE BRUSHED COPPER,14,12
Brand#22,LARGE BRUSHED STEEL,19,12
Brand#22,LARGE BRUSHED TIN,23,12
Brand#22,LARGE BURNISHED BRASS,14,12
Brand#22,LARGE BURNISHED TIN,36,12
Brand#22,LARGE PLATED STEEL,9,12
Brand#22,LARGE PLATED TIN,49,12
Brand#22,LARGE POLISHED COPPER,23,12
Brand#22,LARGE POLISHED NICKEL,19,12
Brand#22,LARGE POLISHED NICKEL,23,12
Brand#22,LARGE POLISHED STEEL,3,12
Brand#22,MEDIUM ANODIZED COPPER,19,12
Brand#22,MEDIUM ANODIZED NICKEL,45,12
Brand#22,MEDIUM BRUSHED NICKEL,9,12
Brand#22,MEDIUM BRUSHED STEEL,3,12
Brand#22,MEDIUM PLATED BRASS,36,12
Brand#22,MEDIUM PLATED NICKEL,14,12
Brand#22,PROMO ANODIZED COPPER,45,12
Brand#22,PROMO ANODIZED STEEL,36,12
Brand#22,PROMO BURNISHED BRASS,3,12
Brand#22,PROMO BURNISHED BRASS,23,12
Brand#22,PROMO BURNISHED STEEL,3,12
Brand#22,PROMO PLATED BRASS,14,12
Brand#22,PROMO POLISHED BRASS,14,12
Brand#22,PROMO POLISHED COPPER,3,12
Brand#22,PROMO POLISHED COPPER,23,12
Brand#22,PROMO POLISHED NICKEL,19,12
Brand#22,PROMO POLISHED NICKEL,36,12
Brand#22,PROMO POLISHED STEEL,36,12
Brand#22,SMALL ANODIZED COPPER,9,12
Brand#22,SMALL ANODIZED STEEL,19,12
Brand#22,SMALL ANODIZED TIN,19,12
Brand#22,SMALL ANODIZED TIN,49,12
Brand#22,SMALL BRUSHED COPPER,36,12
Brand#22,SMALL BRUSHED TIN,45,12
Brand#22,SMALL BURNISHED COPPER,49,12
Brand#22,SMALL BURNISHED NICKEL,9,12
