p_brand,p_type,p_size,supplier_count
Brand#43,MEDIUM PLATED BRASS,3,12
Brand#43,MEDIUM PLATED BRASS,49,12
Brand#43,MEDIUM PLATED COPPER,19,12
Brand#43,PROMO ANODIZED NICKEL,19,12
Brand#43,PROMO ANODIZED STEEL,9,12
Brand#43,PROMO ANODIZED TIN,9,12
Brand#43,PROMO BRUSHED NICKEL,23,12
Brand#43,PROMO BRUSHED TIN,49,12
Brand#43,PROMO BURNISHED STEEL,36,12
Brand#43,PROMO BURNISHED STEEL,45,12
Brand#43,PROMO BURNISHED TIN,14,12
Brand#43,PROMO PLATED NICKEL,9,12
Brand#43,PROMO PLATED NICKEL,14,12
Brand#43,PROMO PLATED STEEL,9,12
Brand#43,PROMO POLISHED COPPER,23,12
Brand#43,PROMO POLISHED NICKEL,3,12
Brand#43,PROMO POLISHED STEEL,3,12
Brand#43,PROMO POLISHED STEEL,36,12
Brand#43,SMALL ANODIZED NICKEL,3,12
Brand#43,SMALL ANODIZED NICKEL,23,12
Brand#43,SMALL BRUSHED BRASS,49,12
Brand#43,SMALL BRUSHED COPPER,36,12
Brand#43,SMALL BRUSHED NICKEL,36,12
Brand#43,SMALL BRUSHED STEEL,9,12
Brand#43,SMALL BURNISHED COPPER,49,12
Brand#43,SMALL BURNISHED NICKEL,45,12
Brand#43,SMALL PLATED BRASS,36,12
Brand#43,SMALL PLATED COPPER,9,12
Brand#43,SMALL PLATED COPPER,49,12
Brand#43,SMALL POLISHED NICKEL,14,12
Brand#43,SMALL POLISHED TIN,49,12
Brand#43,STANDARD ANODIZED BRASS,36,12
Brand#43,STANDARD ANODIZED NICKEL,14,12
Brand#43,STANDARD ANODIZED TIN,9,12
Brand#43,STANDARD ANODIZED TIN,49,12
Brand#43,STANDARD BRUSHED BRASS,3,12
Brand#43,STANDARD BRUSHED COPPER,19,12
Brand#43,STANDARD BURNISHED STEEL,23,12
Brand#43,STANDARD BURNISHED TIN,14,12
Brand#43,STANDARD PLATED BRASS,19,12
Brand#43,STANDARD PLATED NICKEL,14,12
Brand#43,STANDARD PLATED NICKEL,23,12
Brand#43,STANDARD PLATED NICKEL,36,12
Brand#43,STANDARD POLISHED COPPER,3,12
Brand#43,STANDARD POLISHED STEEL,36,12
Brand#43,STANDARD POLISHED TIN,9,12
Brand#44,ECONOMY ANODIZED COPPER,9,12
Brand#44,ECONOMY ANODIZED NICKEL,36,12
Brand#44,ECONOMY ANODIZED STEEL,14,12
Brand#44,ECONOMY BRUSHED COPPER,19,12
Brand#44,ECONOMY BURNISHED STEEL,45,12
Brand#44,ECONOMY POLISHED TIN,36,12
Brand#44,ECONOMY POLISHED TIN,49,12
Brand#44,LARGE ANODIZED TIN,3,12
Brand#44,LARGE BRUSHED COPPER,36,12
Brand#44,LARGE BRUSHED STEEL,36,12
Brand#44,LARGE BRUSHED TIN,3,12
Brand#44,LARGE BRUSHED TIN,19,12
Brand#44,LARGE BURNISHED BRASS,19,12
Brand#44,LARGE BURNISHED BRASS,49,12
Brand#44,LARGE BURNISHED NICKEL,9,12
Brand#44,LARGE PLATED BRASS,9,12
Brand#44,LARGE PLATED NICKEL,3,12
Brand#44,LARGE PLATED NICKEL,14,12
Brand#44,LARGE PLATED NICKEL,36,12
Brand#44,MEDIUM ANODIZED BRASS,23,12
Brand#44,MEDIUM ANODIZED COPPER,45,12
Brand#44,MEDIUM ANODIZED TIN,9,12
Brand#44,MEDIUM BRUSHED BRASS,49,12
Brand#44,MEDIUM BRUSHED COPPER,3,12
Brand#44,MEDIUM BRUSHED COPPER,9,12
Brand#44,MEDIUM BRUSHED COPPER,36,12
Brand#44,MEDIUM BURNISHED COPPER,36,12
Brand#44,MEDIUM BURNISHED NICKEL,36,12
Brand#44,MEDIUM PLATED STEEL,19,12
Brand#44,MEDIUM PLATED TIN,23,12
Brand#44,MEDIUM PLATED TIN,36,12
Brand#44,PROMO ANODIZED BRASS,9,12
Brand#44,PROMO ANODIZED COPPER,19,12
Brand#44,PROMO ANODIZED NICKEL,19,12
Brand#44,PROMO ANODIZED STEEL,36,12
Brand#44,PROMO BRUSHED NICKEL,3,12
Brand#44,PROMO BURNISHED BRASS,19,12
Brand#44,PROMO BURNISHED NICKEL,49,12
Brand#44,PROMO PLATED BRASS,19,12
Brand#44,PROMO PLATED STEEL,14,12
Brand#44,PROMO PLATED STEEL,36,12
Brand#44,PROMO POLISHED COPPER,14,12
Brand#44,PROMO POLISHED COPPER,23,12
Brand#44,PROMO POLISHED COPPER,45,12
