p_brand,p_type,p_size,supplier_count
Brand#31,STANDARD POLISHED BRASS,9,4
Brand#31,STANDARD POLISHED BRASS,45,4
Brand#31,STANDARD POLISHED COPPER,9,4
Brand#31,STANDARD POLISHED COPPER,36,4
Brand#31,STANDARD POLISHED COPPER,49,4
Brand#31,STANDARD POLISHED NICKEL,3,4
Brand#31,STANDARD POLISHED NICKEL,14,4
Brand#31,STANDARD POLISHED NICKEL,36,4
Brand#31,STANDARD POLISHED NICKEL,49,4
Brand#31,STANDARD POLISHED STEEL,9,4
Brand#31,STANDARD POLISHED STEEL,49,4
Brand#31,STANDARD POLISHED TIN,3,4
Brand#31,STANDARD POLISHED TIN,9,4
Brand#31,STANDARD POLISHED TIN,14,4
Brand#32,ECONOMY ANODIZED BRASS,36,4
Brand#32,ECONOMY ANODIZED NICKEL,9,4
Brand#32,ECONOMY ANODIZED NICKEL,23,4
Brand#32,ECONOMY ANODIZED NICKEL,36,4
Brand#32,ECONOMY ANODIZED STEEL,9,4
Brand#32,ECONOMY ANODIZED STEEL,14,4
Brand#32,ECONOMY ANODIZED STEEL,36,4
Brand#32,ECONOMY ANODIZED TIN,3,4
Brand#32,ECONOMY ANODIZED TIN,9,4
Brand#32,ECONOMY ANODIZED TIN,14,4
Brand#32,ECONOMY ANODIZED TIN,19,4
Brand#32,ECONOMY ANODIZED TIN,36,4
Brand#32,ECONOMY ANODIZED TIN,45,4
Brand#32,ECONOMY BRUSHED BRASS,14,4
Brand#32,ECONOMY BRUSHED BRASS,19,4
Brand#32,ECONOMY BRUSHED BRASS,23,4
Brand#32,ECONOMY BRUSHED BRASS,36,4
Brand#32,ECONOMY BRUSHED COPPER,9,4
Brand#32,ECONOMY BRUSHED COPPER,19,4
Brand#32,ECONOMY BRUSHED COPPER,45,4
Brand#32,ECONOMY BRUSHED NICKEL,9,4
Brand#32,ECONOMY BRUSHED NICKEL,14,4
Brand#32,ECONOMY BRUSHED NICKEL,23,4
Brand#32,ECONOMY BRUSHED NICKEL,45,4
Brand#32,ECONOMY BRUSHED STEEL,19,4
Brand#32,ECONOMY BRUSHED STEEL,23,4
Brand#32,ECONOMY BRUSHED STEEL,45,4
Brand#32,ECONOMY BRUSHED STEEL,49,4
Brand#32,ECONOMY BRUSHED TIN,9,4
Brand#32,ECONOMY BRUSHED TIN,36,4
Brand#32,ECONOMY BURNISHED BRASS,3,4
Brand#32,ECONOMY BURNISHED BRASS,9,4
Brand#32,ECONOMY BURNISHED BRASS,14,4
Brand#32,ECONOMY BURNISHED BRASS,19,4
Brand#32,ECONOMY BURNISHED BRASS,23,4
Brand#32,ECONOMY BURNISHED BRASS,36,4
Brand#32,ECONOMY BURNISHED BRASS,49,4
Brand#32,ECONOMY BURNISHED COPPER,19,4
Brand#32,ECONOMY BURNISHED COPPER,23,4
Brand#32,ECONOMY BURNISHED COPPER,36,4
Brand#32,ECONOMY BURNISHED COPPER,45,4
Brand#32,ECONOMY BURNISHED COPPER,49,4
Brand#32,ECONOMY BURNISHED NICKEL,45,4
Brand#32,ECONOMY BURNISHED NICKEL,49,4
Brand#32,ECONOMY BURNISHED STEEL,23,4
Brand#32,ECONOMY BURNISHED STEEL,45,4
Brand#32,ECONOMY BURNISHED STEEL,49,4
Brand#32,ECONOMY BURNISHED TIN,14,4
Brand#32,ECONOMY PLATED BRASS,23,4
Brand#32,ECONOMY PLATED BRASS,36,4
Brand#32,ECONOMY PLATED COPPER,3,4
Brand#32,ECONOMY PLATED COPPER,9,4
Brand#32,ECONOMY PLATED COPPER,14,4
Brand#32,ECONOMY PLATED COPPER,23,4
Brand#32,ECONOMY PLATED COPPER,36,4
Brand#32,ECONOMY PLATED COPPER,45,4
Brand#32,ECONOMY PLATED COPPER,49,4
Brand#32,ECONOMY PLATED NICKEL,9,4
Brand#32,ECONOMY PLATED NICKEL,45,4
Brand#32,ECONOMY PLATED STEEL,9,4
Brand#32,ECONOMY PLATED STEEL,45,4
Brand#32,ECONOMY PLATED TIN,3,4
Brand#32,ECONOMY PLATED TIN,14,4
Brand#32,ECONOMY PLATED TIN,36,4
Brand#32,ECONOMY POLISHED BRASS,9,4
Brand#32,ECONOMY POLISHED COPPER,14,4
Brand#32,ECONOMY POLISHED COPPER,19,4
Brand#32,ECONOMY POLISHED NICKEL,36,4
Brand#32,ECONOMY POLISHED NICKEL,45,4
Brand#32,ECONOMY POLISHED STEEL,3,4
Brand#32,ECONOMY POLISHED STEEL,14,4
Brand#32,ECONOMY POLISHED STEEL,45,4
Brand#32,ECONOMY POLISHED STEEL,49,4
Brand#32,ECONOMY POLISHED TIN,14,4
Brand#32,ECONOMY POLISHED TIN,36,4
Brand#32,ECONOMY POLISHED TIN,45,4
Brand#32,ECONOMY POLISHED TIN,49,4
Brand#32,LARGE ANODIZED BRASS,14,4
Brand#32,LARGE ANODIZED BRASS,23,4
Brand#32,LARGE ANODIZED COPPER,9,4
Brand#32,LARGE ANODIZED COPPER,14,4
Brand#32,LARGE ANODIZED COPPER,36,4
Brand#32,LARGE ANODIZED COPPER,45,4
Brand#32,LARGE ANODIZED NICKEL,14,4
