p_brand,p_type,p_size,supplier_count
Brand#13,PROMO BRUSHED TIN,19,4
Brand#13,PROMO BRUSHED TIN,49,4
Brand#13,PROMO BURNISHED BRASS,3,4
Brand#13,PROMO BURNISHED BRASS,14,4
Brand#13,PROMO BURNISHED BRASS,49,4
Brand#13,PROMO BURNISHED COPPER,14,4
Brand#13,PROMO BURNISHED COPPER,36,4
Brand#13,PROMO BURNISHED NICKEL,19,4
Brand#13,PROMO BURNISHED NICKEL,23,4
Brand#13,PROMO BURNISHED NICKEL,45,4
Brand#13,PROMO BURNISHED STEEL,3,4
Brand#13,PROMO BURNISHED STEEL,36,4
Brand#13,PROMO BURNISHED TIN,36,4
Brand#13,PROMO BURNISHED TIN,49,4
Brand#13,PROMO PLATED BRASS,3,4
Brand#13,PROMO PLATED BRASS,9,4
Brand#13,PROMO PLATED BRASS,19,4
Brand#13,PROMO PLATED BRASS,23,4
Brand#13,PROMO PLATED BRASS,36,4
Brand#13,PROMO PLATED BRASS,45,4
Brand#13,PROMO PLATED COPPER,19,4
Brand#13,PROMO PLATED COPPER,23,4
Brand#13,PROMO PLATED COPPER,49,4
Brand#13,PROMO PLATED NICKEL,45,4
Brand#13,PROMO PLATED STEEL,3,4
Brand#13,PROMO PLATED STEEL,14,4
Brand#13,PROMO PLATED STEEL,23,4
Brand#13,PROMO PLATED STEEL,36,4
Brand#13,PROMO PLATED STEEL,49,4
Brand#13,PROMO PLATED TIN,3,4
Brand#13,PROMO PLATED TIN,9,4
Brand#13,PROMO PLATED TIN,19,4
Brand#13,PROMO PLATED TIN,36,4
Brand#13,PROMO PLATED TIN,45,4
Brand#13,PROMO PLATED TIN,49,4
Brand#13,PROMO POLISHED BRASS,9,4
Brand#13,PROMO POLISHED BRASS,14,4
Brand#13,PROMO POLISHED BRASS,23,4
Brand#13,PROMO POLISHED COPPER,3,4
Brand#13,PROMO POLISHED COPPER,23,4
Brand#13,PROMO POLISHED COPPER,49,4
Brand#13,PROMO POLISHED NICKEL,9,4
Brand#13,PROMO POLISHED NICKEL,19,4
Brand#13,PROMO POLISHED STEEL,3,4
Brand#13,PROMO POLISHED STEEL,9,4
Brand#13,PROMO POLISHED STEEL,19,4
Brand#13,PROMO POLISHED STEEL,49,4
Brand#13,PROMO POLISHED TIN,3,4
Brand#13,PROMO POLISHED TIN,14,4
Brand#13,PROMO POLISHED TIN,49,4
Brand#13,SMALL ANODIZED BRASS,3,4
Brand#13,SMALL ANODIZED BRASS,9,4
Brand#13,SMALL ANODIZED BRASS,23,4
Brand#13,SMALL ANODIZED BRASS,45,4
Brand#13,SMALL ANODIZED COPPER,3,4
Brand#13,SMALL ANODIZED COPPER,14,4
Brand#13,SMALL ANODIZED COPPER,45,4
Brand#13,SMALL ANODIZED COPPER,49,4
Brand#13,SMALL ANODIZED NICKEL,9,4
Brand#13,SMALL ANODIZED NICKEL,23,4
Brand#13,SMALL ANODIZED NICKEL,36,4
Brand#13,SMALL ANODIZED STEEL,19,4
Brand#13,SMALL ANODIZED STEEL,36,4
Brand#13,SMALL ANODIZED STEEL,49,4
Brand#13,SMALL ANODIZED TIN,3,4
Brand#13,SMALL BRUSHED BRASS,23,4
Brand#13,SMALL BRUSHED BRASS,45,4
Brand#13,SMALL BRUSHED COPPER,3,4
Brand#13,SMALL BRUSHED COPPER,49,4
Brand#13,SMALL BRUSHED NICKEL,45,4
Brand#13,SMALL BRUSHED NICKEL,49,4
Brand#13,SMALL BRUSHED STEEL,9,4
Brand#13,SMALL BRUSHED STEEL,14,4
Brand#13,SMALL BRUSHED STEEL,19,4
Brand#13,SMALL BRUSHED TIN,14,4
Brand#13,SMALL BRUSHED TIN,19,4
Brand#13,SMALL BRUSHED TIN,36,4
Brand#13,SMALL BURNISHED BRASS,9,4
Brand#13,SMALL BURNISHED BRASS,23,4
Brand#13,SMALL BURNISHED BRASS,36,4
Brand#13,SMALL BURNISHED COPPER,3,4
Brand#13,SMALL BURNISHED COPPER,14,4
Brand#13,SMALL BURNISHED COPPER,19,4
Brand#13,SMALL BURNISHED COPPER,36,4
Brand#13,SMALL BURNISHED NICKEL,14,4
Brand#13,SMALL BURNISHED NICKEL,36,4
Brand#13,SMALL BURNISHED STEEL,14,4
Brand#13,SMALL BURNISHED TIN,3,4
Brand#13,SMALL BURNISHED TIN,23,4
Brand#13,SMALL BURNISHED TIN,45,4
Brand#13,SMALL PLATED BRASS,3,4
Brand#13,SMALL PLATED BRASS,14,4
Brand#13,SMALL PLATED COPPER,9,4
Brand#13,SMALL PLATED COPPER,45,4
Brand#13,SMALL PLATED NICKEL,3,4
Brand#13,SMALL PLATED NICKEL,9,4
Brand#13,SMALL PLATED NICKEL,19,4
