p_brand,p_type,p_size,supplier_count
Brand#35,SMALL ANODIZED STEEL,23,4
Brand#35,SMALL ANODIZED STEEL,36,4
Brand#35,SMALL ANODIZED TIN,9,4
Brand#35,SMALL ANODIZED TIN,19,4
Brand#35,SMALL ANODIZED TIN,23,4
Brand#35,SMALL ANODIZED TIN,45,4
Brand#35,SMALL BRUSHED BRASS,3,4
Brand#35,SMALL BRUSHED BRASS,9,4
Brand#35,SMALL BRUSHED BRASS,19,4
Brand#35,SMALL BRUSHED BRASS,36,4
Brand#35,SMALL BRUSHED COPPER,14,4
Brand#35,SMALL BRUSHED COPPER,23,4
Brand#35,SMALL BRUSHED COPPER,36,4
Brand#35,SMALL BRUSHED NICKEL,36,4
Brand#35,SMALL BRUSHED NICKEL,45,4
Brand#35,SMALL BRUSHED STEEL,3,4
Brand#35,SMALL BRUSHED STEEL,14,4
Brand#35,SMALL BRUSHED TIN,3,4
Brand#35,SMALL BRUSHED TIN,36,4
Brand#35,SMALL BURNISHED BRASS,3,4
Brand#35,SMALL BURNISHED BRASS,19,4
Brand#35,SMALL BURNISHED COPPER,9,4
Brand#35,SMALL BURNISHED COPPER,19,4
Brand#35,SMALL BURNISHED COPPER,23,4
Brand#35,SMALL BURNISHED NICKEL,14,4
Brand#35,SMALL BURNISHED NICKEL,45,4
Brand#35,SMALL BURNISHED NICKEL,49,4
Brand#35,SMALL BURNISHED STEEL,9,4
Brand#35,SMALL BURNISHED TIN,3,4
Brand#35,SMALL BURNISHED TIN,9,4
Brand#35,SMALL BURNISHED TIN,14,4
Brand#35,SMALL BURNISHED TIN,23,4
Brand#35,SMALL BURNISHED TIN,36,4
Brand#35,SMALL BURNISHED TIN,49,4
Brand#35,SMALL PLATED BRASS,3,4
Brand#35,SMALL PLATED BRASS,14,4
Brand#35,SMALL PLATED BRASS,23,4
Brand#35,SMALL PLATED BRASS,45,4
Brand#35,SMALL PLATED BRASS,49,4
Brand#35,SMALL PLATED COPPER,9,4
Brand#35,SMALL PLATED COPPER,19,4
Brand#35,SMALL PLATED COPPER,23,4
Brand#35,SMALL PLATED COPPER,36,4
Brand#35,SMALL PLATED NICKEL,3,4
Brand#35,SMALL PLATED NICKEL,14,4
Brand#35,SMALL PLATED NICKEL,19,4
Brand#35,SMALL PLATED STEEL,9,4
Brand#35,SMALL PLATED STEEL,19,4
Brand#35,SMALL PLATED STEEL,45,4
Brand#35,SMALL PLATED STEEL,49,4
Brand#35,SMALL PLATED TIN,19,4
Brand#35,SMALL PLATED TIN,23,4
Brand#35,SMALL POLISHED BRASS,19,4
Brand#35,SMALL POLISHED BRASS,49,4
Brand#35,SMALL POLISHED COPPER,9,4
Brand#35,SMALL POLISHED NICKEL,3,4
Brand#35,SMALL POLISHED NICKEL,9,4
Brand#35,SMALL POLISHED NICKEL,23,4
Brand#35,SMALL POLISHED NICKEL,45,4
Brand#35,SMALL POLISHED STEEL,3,4
Brand#35,SMALL POLISHED STEEL,9,4
Brand#35,SMALL POLISHED STEEL,14,4
Brand#35,SMALL POLISHED TIN,36,4
Brand#35,STANDARD ANODIZED BRASS,3,4
Brand#35,STANDARD ANODIZED BRASS,23,4
Brand#35,STANDARD ANODIZED BRASS,36,4
Brand#35,STANDARD ANODIZED BRASS,49,4
Brand#35,STANDARD ANODIZED COPPER,9,4
Brand#35,STANDARD ANODIZED COPPER,19,4
Brand#35,STANDARD ANODIZED COPPER,49,4
Brand#35,STANDARD ANODIZED NICKEL,3,4
Brand#35,STANDARD ANODIZED NICKEL,9,4
Brand#35,STANDARD ANODIZED NICKEL,19,4
Brand#35,STANDARD ANODIZED NICKEL,23,4
Brand#35,STANDARD ANODIZED NICKEL,45,4
Brand#35,STANDARD ANODIZED STEEL,19,4
Brand#35,STANDARD ANODIZED STEEL,23,4
Brand#35,STANDARD ANODIZED STEEL,36,4
Brand#35,STANDARD ANODIZED STEEL,45,4
Brand#35,STANDARD ANODIZED TIN,14,4
Brand#35,STANDARD ANODIZED TIN,19,4
Brand#35,STANDARD BRUSHED BRASS,3,4
Brand#35,STANDARD BRUSHED BRASS,9,4
Brand#35,STANDARD BRUSHED BRASS,49,4
Brand#35,STANDARD BRUSHED COPPER,9,4
Brand#35,STANDARD BRUSHED COPPER,49,4
Brand#35,STANDARD BRUSHED NICKEL,3,4
Brand#35,STANDARD BRUSHED NICKEL,19,4
Brand#35,STANDARD BRUSHED NICKEL,23,4
