p_brand,p_type,p_size,supplier_count
Brand#35,STANDARD PLATED COPPER,36,8
Brand#35,STANDARD PLATED NICKEL,14,8
Brand#35,STANDARD PLATED TIN,19,8
Brand#35,STANDARD PLATED TIN,23,8
Brand#35,STANDARD PLATED TIN,49,8
Brand#35,STANDARD POLISHED BRASS,19,8
Brand#35,STANDARD POLISHED BRASS,36,8
Brand#35,STANDARD POLISHED NICKEL,23,8
Brand#35,STANDARD POLISHED STEEL,14,8
Brand#35,STANDARD POLISHED STEEL,45,8
Brand#35,STANDARD POLISHED STEEL,49,8
Brand#35,STANDARD POLISHED TIN,45,8
Brand#41,ECONOMY ANODIZED BRASS,14,8
Brand#41,ECONOMY ANODIZED BRASS,19,8
Brand#41,ECONOMY ANODIZED COPPER,23,8
Brand#41,ECONOMY ANODIZED NICKEL,19,8
Brand#41,ECONOMY ANODIZED NICKEL,45,8
Brand#41,ECONOMY ANODIZED STEEL,45,8
Brand#41,ECONOMY BRUSHED BRASS,3,8
Brand#41,ECONOMY BRUSHED BRASS,14,8
Brand#41,ECONOMY BRUSHED BRASS,36,8
Brand#41,ECONOMY BRUSHED COPPER,3,8
Brand#41,ECONOMY BRUSHED COPPER,14,8
Brand#41,ECONOMY BRUSHED COPPER,19,8
Brand#41,ECONOMY BRUSHED NICKEL,19,8
Brand#41,ECONOMY BRUSHED NICKEL,36,8
Brand#41,ECONOMY BRUSHED NICKEL,45,8
Brand#41,ECONOMY BRUSHED STEEL,3,8
Brand#41,ECONOMY BRUSHED STEEL,45,8
Brand#41,ECONOMY BRUSHED TIN,14,8
Brand#41,ECONOMY BRUSHED TIN,36,8
Brand#41,ECONOMY BURNISHED BRASS,3,8
Brand#41,ECONOMY BURNISHED BRASS,45,8
Brand#41,ECONOMY BURNISHED COPPER,9,8
Brand#41,ECONOMY BURNISHED NICKEL,45,8
Brand#41,ECONOMY BURNISHED NICKEL,49,8
Brand#41,ECONOMY BURNISHED STEEL,23,8
Brand#41,ECONOMY BURNISHED TIN,3,8
Brand#41,ECONOMY PLATED BRASS,49,8
Brand#41,ECONOMY PLATED COPPER,14,8
Brand#41,ECONOMY PLATED NICKEL,14,8
Brand#41,ECONOMY PLATED NICKEL,45,8
Brand#41,ECONOMY PLATED STEEL,9,8
Brand#41,ECONOMY PLATED STEEL,23,8
Brand#41,ECONOMY PLATED STEEL,45,8
Brand#41,ECONOMY PLATED TIN,19,8
Brand#41,ECONOMY PLATED TIN,49,8
Brand#41,ECONOMY POLISHED BRASS,14,8
Brand#41,ECONOMY POLISHED BRASS,23,8
Brand#41,ECONOMY POLISHED BRASS,49,8
Brand#41,ECONOMY POLISHED COPPER,14,8
Brand#41,ECONOMY POLISHED NICKEL,49,8
Brand#41,ECONOMY POLISHED TIN,45,8
Brand#41,ECONOMY POLISHED TIN,49,8
Brand#41,LARGE ANODIZED BRASS,3,8
Brand#41,LARGE ANODIZED BRASS,45,8
Brand#41,LARGE ANODIZED COPPER,14,8
Brand#41,LARGE ANODIZED NICKEL,3,8
Brand#41,LARGE ANODIZED STEEL,14,8
Brand#41,LARGE ANODIZED STEEL,36,8
Brand#41,LARGE ANODIZED TIN,45,8
Brand#41,LARGE BRUSHED BRASS,23,8
Brand#41,LARGE BRUSHED COPPER,49,8
Brand#41,LARGE BRUSHED TIN,14,8
Brand#41,LARGE BRUSHED TIN,19,8
Brand#41,LARGE BRUSHED TIN,49,8
Brand#41,LARGE BURNISHED BRASS,19,8
Brand#41,LARGE BURNISHED COPPER,14,8
Brand#41,LARGE BURNISHED COPPER,49,8
Brand#41,LARGE BURNISHED NICKEL,14,8
Brand#41,LARGE BURNISHED STEEL,3,8
Brand#41,LARGE BURNISHED STEEL,14,8
Brand#41,LARGE BURNISHED STEEL,45,8
Brand#41,LARGE BURNISHED STEEL,49,8
Brand#41,LARGE BURNISHED TIN,3,8
Brand#41,LARGE BURNISHED TIN,9,8
Brand#41,LARGE BURNISHED TIN,36,8
Brand#41,LARGE PLATED BRASS,3,8
Brand#41,LARGE PLATED BRASS,14,8
Brand#41,LARGE PLATED BRASS,19,8
Brand#41,LARGE PLATED BRASS,45,8
Brand#41,LARGE PLATED COPPER,14,8
Brand#41,LARGE PLATED COPPER,23,8
Brand#41,LARGE PLATED NICKEL,3,8
Brand#41,LARGE PLATED NICKEL,9,8
Brand#41,LARGE PLATED NICKEL,36,8
Brand#41,LARGE PLATED STEEL,3,8
Brand#41,LARGE PLATED STEEL,23,8
Brand#41,LARGE PLATED STEEL,36,8
