p_brand,p_type,p_size,supplier_count
Brand#41,MEDIUM ANODIZED BRASS,23,4
Brand#41,MEDIUM ANODIZED COPPER,9,4
Brand#41,MEDIUM ANODIZED COPPER,14,4
Brand#41,MEDIUM ANODIZED COPPER,19,4
Brand#41,MEDIUM ANODIZED COPPER,36,4
Brand#41,MEDIUM ANODIZED COPPER,45,4
Brand#41,MEDIUM ANODIZED COPPER,49,4
Brand#41,MEDIUM ANODIZED NICKEL,9,4
Brand#41,MEDIUM ANODIZED NICKEL,14,4
Brand#41,MEDIUM ANODIZED NICKEL,23,4
Brand#41,MEDIUM ANODIZED NICKEL,45,4
Brand#41,MEDIUM ANODIZED STEEL,9,4
Brand#41,MEDIUM ANODIZED STEEL,14,4
Brand#41,MEDIUM ANODIZED STEEL,19,4
Brand#41,MEDIUM BRUSHED BRASS,23,4
Brand#41,MEDIUM BRUSHED COPPER,9,4
Brand#41,MEDIUM BRUSHED COPPER,19,4
Brand#41,MEDIUM BRUSHED COPPER,23,4
Brand#41,MEDIUM BRUSHED COPPER,36,4
Brand#41,MEDIUM BRUSHED COPPER,45,4
Brand#41,MEDIUM BRUSHED NICKEL,9,4
Brand#41,MEDIUM BRUSHED NICKEL,19,4
Brand#41,MEDIUM BRUSHED NICKEL,36,4
Brand#41,MEDIUM BRUSHED NICKEL,45,4
Brand#41,MEDIUM BRUSHED STEEL,3,4
Brand#41,MEDIUM BRUSHED STEEL,14,4
Brand#41,MEDIUM BRUSHED STEEL,23,4
Brand#41,MEDIUM BRUSHED TIN,14,4
Brand#41,MEDIUM BRUSHED TIN,36,4
Brand#41,MEDIUM BRUSHED TIN,45,4
Brand#41,MEDIUM BURNISHED BRASS,9,4
Brand#41,MEDIUM BURNISHED BRASS,19,4
Brand#41,MEDIUM BURNISHED BRASS,45,4
Brand#41,MEDIUM BURNISHED COPPER,45,4
Brand#41,MEDIUM BURNISHED COPPER,49,4
Brand#41,MEDIUM BURNISHED NICKEL,14,4
Brand#41,MEDIUM BURNISHED NICKEL,36,4
Brand#41,MEDIUM BURNISHED STEEL,9,4
Brand#41,MEDIUM BURNISHED STEEL,14,4
Brand#41,MEDIUM BURNISHED STEEL,19,4
Brand#41,MEDIUM BURNISHED STEEL,49,4
Brand#41,MEDIUM BURNISHED TIN,9,4
Brand#41,MEDIUM BURNISHED TIN,23,4
Brand#41,MEDIUM BURNISHED TIN,36,4
Brand#41,MEDIUM PLATED BRASS,3,4
Brand#41,MEDIUM PLATED BRASS,9,4
Brand#41,MEDIUM PLATED BRASS,14,4
Brand#41,MEDIUM PLATED BRASS,36,4
Brand#41,MEDIUM PLATED COPPER,3,4
Brand#41,MEDIUM PLATED COPPER,14,4
Brand#41,MEDIUM PLATED COPPER,36,4
Brand#41,MEDIUM PLATED NICKEL,3,4
Brand#41,MEDIUM PLATED NICKEL,14,4
Brand#41,MEDIUM PLATED STEEL,14,4
Brand#41,MEDIUM PLATED TIN,14,4
Brand#41,MEDIUM PLATED TIN,19,4
Brand#41,MEDIUM PLATED TIN,23,4
Brand#41,MEDIUM PLATED TIN,49,4
Brand#41,PROMO ANODIZED BRASS,19,4
Brand#41,PROMO ANODIZED BRASS,23,4
Brand#41,PROMO ANODIZED BRASS,45,4
Brand#41,PROMO ANODIZED COPPER,9,4
Brand#41,PROMO ANODIZED COPPER,19,4
Brand#41,PROMO ANODIZED COPPER,23,4
Brand#41,PROMO ANODIZED COPPER,49,4
Brand#41,PROMO ANODIZED NICKEL,9,4
Brand#41,PROMO ANODIZED NICKEL,14,4
Brand#41,PROMO ANODIZED NICKEL,23,4
Brand#41,PROMO ANODIZED NICKEL,36,4
Brand#41,PROMO ANODIZED STEEL,3,4
Brand#41,PROMO ANODIZED STEEL,36,4
Brand#41,PROMO ANODIZED STEEL,45,4
Brand#41,PROMO ANODIZED TIN,3,4
Brand#41,PROMO ANODIZED TIN,14,4
Brand#41,PROMO ANODIZED TIN,19,4
Brand#41,PROMO ANODIZED TIN,23,4
Brand#41,PROMO ANODIZED TIN,45,4
Brand#41,PROMO ANODIZED TIN,49,4
Brand#41,PROMO BRUSHED BRASS,45,4
Brand#41,PROMO BRUSHED BRASS,49,4
Brand#41,PROMO BRUSHED COPPER,3,4
Brand#41,PROMO BRUSHED COPPER,9,4
Brand#41,PROMO BRUSHED COPPER,23,4
Brand#41,PROMO BRUSHED NICKEL,14,4
Brand#41,PROMO BRUSHED NICKEL,19,4
Brand#41,PROMO BRUSHED NICKEL,45,4
Brand#41,PROMO BRUSHED STEEL,14,4
Brand#41,PROMO BRUSHED TIN,3,4
Brand#41,PROMO BRUSHED TIN,19,4
Brand#41,PROMO BRUSHED TIN,23,4
Brand#41,PROMO BRUSHED TIN,36,4
