p_brand,p_type,p_size,supplier_count
Brand#12,PROMO BURNISHED COPPER,36,4
Brand#12,PROMO BURNISHED COPPER,45,4
Brand#12,PROMO BURNISHED COPPER,49,4
Brand#12,PROMO BURNISHED NICKEL,3,4
Brand#12,PROMO BURNISHED NICKEL,19,4
Brand#12,PROMO BURNISHED NICKEL,23,4
Brand#12,PROMO BURNISHED NICKEL,36,4
Brand#12,PROMO BURNISHED NICKEL,45,4
Brand#12,PROMO BURNISHED STEEL,14,4
Brand#12,PROMO BURNISHED STEEL,19,4
Brand#12,PROMO BURNISHED STEEL,23,4
Brand#12,PROMO BURNISHED STEEL,45,4
Brand#12,PROMO BURNISHED STEEL,49,4
Brand#12,PROMO BURNISHED TIN,3,4
Brand#12,PROMO BURNISHED TIN,19,4
Brand#12,PROMO PLATED BRASS,14,4
Brand#12,PROMO PLATED BRASS,23,4
Brand#12,PROMO PLATED COPPER,3,4
Brand#12,PROMO PLATED COPPER,19,4
Brand#12,PROMO PLATED COPPER,49,4
Brand#12,PROMO PLATED NICKEL,9,4
Brand#12,PROMO PLATED NICKEL,19,4
Brand#12,PROMO PLATED NICKEL,49,4
Brand#12,PROMO PLATED STEEL,9,4
Brand#12,PROMO PLATED STEEL,14,4
Brand#12,PROMO PLATED STEEL,23,4
Brand#12,PROMO PLATED STEEL,45,4
Brand#12,PROMO PLATED TIN,14,4
Brand#12,PROMO PLATED TIN,19,4
Brand#12,PROMO PLATED TIN,49,4
Brand#12,PROMO POLISHED BRASS,14,4
Brand#12,PROMO POLISHED BRASS,45,4
Brand#12,PROMO POLISHED COPPER,3,4
Brand#12,PROMO POLISHED COPPER,9,4
Brand#12,PROMO POLISHED COPPER,36,4
Brand#12,PROMO POLISHED COPPER,49,4
Brand#12,PROMO POLISHED NICKEL,9,4
Brand#12,PROMO POLISHED NICKEL,23,4
Brand#12,PROMO POLISHED NICKEL,45,4
Brand#12,PROMO POLISHED STEEL,9,4
Brand#12,PROMO POLISHED STEEL,14,4
Brand#12,PROMO POLISHED TIN,9,4
Brand#12,PROMO POLISHED TIN,45,4
Brand#12,SMALL ANODIZED BRASS,3,4
Brand#12,SMALL ANODIZED BRASS,14,4
Brand#12,SMALL ANODIZED BRASS,19,4
Brand#12,SMALL ANODIZED BRASS,23,4
Brand#12,SMALL ANODIZED COPPER,19,4
Brand#12,SMALL ANODIZED COPPER,23,4
Brand#12,SMALL ANODIZED COPPER,45,4
Brand#12,SMALL ANODIZED COPPER,49,4
Brand#12,SMALL ANODIZED NICKEL,9,4
Brand#12,SMALL ANODIZED NICKEL,14,4
Brand#12,SMALL ANODIZED STEEL,19,4
Brand#12,SMALL ANODIZED STEEL,36,4
Brand#12,SMALL ANODIZED TIN,3,4
Brand#12,SMALL ANODIZED TIN,36,4
Brand#12,SMALL BRUSHED BRASS,9,4
Brand#12,SMALL BRUSHED BRASS,19,4
Brand#12,SMALL BRUSHED COPPER,9,4
Brand#12,SMALL BRUSHED COPPER,14,4
Brand#12,SMALL BRUSHED COPPER,19,4
Brand#12,SMALL BRUSHED COPPER,23,4
Brand#12,SMALL BRUSHED COPPER,45,4
Brand#12,SMALL BRUSHED COPPER,49,4
Brand#12,SMALL BRUSHED STEEL,3,4
Brand#12,SMALL BRUSHED TIN,14,4
Brand#12,SMALL BRUSHED TIN,19,4
Brand#12,SMALL BRUSHED TIN,23,4
Brand#12,SMALL BRUSHED TIN,36,4
Brand#12,SMALL BURNISHED BRASS,3,4
Brand#12,SMALL BURNISHED COPPER,3,4
Brand#12,SMALL BURNISHED COPPER,9,4
Brand#12,SMALL BURNISHED COPPER,19,4
Brand#12,SMALL BURNISHED COPPER,45,4
Brand#12,SMALL BURNISHED NICKEL,23,4
Brand#12,SMALL BURNISHED NICKEL,49,4
Brand#12,SMALL BURNISHED STEEL,14,4
Brand#12,SMALL BURNISHED STEEL,19,4
Brand#12,SMALL BURNISHED STEEL,36,4
Brand#12,SMALL BURNISHED STEEL,45,4
Brand#12,SMALL BURNISHED STEEL,49,4
Brand#12,SMALL BURNISHED TIN,9,4
Brand#12,SMALL BURNISHED TIN,36,4
Brand#12,SMALL BURNISHED TIN,49,4
Brand#12,SMALL PLATED BRASS,9,4
Brand#12,SMALL PLATED BRASS,36,4
Brand#12,SMALL PLATED COPPER,3,4
Brand#12,SMALL PLATED COPPER,9,4
Brand#12,SMALL PLATED COPPER,14,4
Brand#12,SMALL PLATED COPPER,36,4
Brand#12,SMALL PLATED COPPER,45,4
Brand#12,SMALL PLATED COPPER,49,4
