p_brand,p_type,p_size,supplier_count
Brand#13,ECONOMY PLATED COPPER,9,8
Brand#13,ECONOMY PLATED COPPER,19,8
Brand#13,ECONOMY PLATED NICKEL,14,8
Brand#13,ECONOMY PLATED STEEL,45,8
Brand#13,ECONOMY PLATED TIN,3,8
Brand#13,ECONOMY PLATED TIN,23,8
Brand#13,ECONOMY POLISHED BRASS,9,8
Brand#13,ECONOMY POLISHED BRASS,36,8
Brand#13,ECONOMY POLISHED COPPER,9,8
Brand#13,ECONOMY POLISHED COPPER,49,8
Brand#13,ECONOMY POLISHED STEEL,3,8
Brand#13,ECONOMY POLISHED STEEL,23,8
Brand#13,ECONOMY POLISHED STEEL,45,8
Brand#13,ECONOMY POLISHED STEEL,49,8
Brand#13,ECONOMY POLISHED TIN,3,8
Brand#13,ECONOMY POLISHED TIN,36,8
Brand#13,LARGE ANODIZED COPPER,3,8
Brand#13,LARGE ANODIZED COPPER,19,8
Brand#13,LARGE ANODIZED STEEL,19,8
Brand#13,LARGE ANODIZED STEEL,45,8
Brand#13,LARGE ANODIZED TIN,45,8
Brand#13,LARGE BRUSHED BRASS,9,8
Brand#13,LARGE BRUSHED BRASS,19,8
Brand#13,LARGE BRUSHED BRASS,45,8
Brand#13,LARGE BRUSHED BRASS,49,8
Brand#13,LARGE BRUSHED COPPER,45,8
Brand#13,LARGE BRUSHED COPPER,49,8
Brand#13,LARGE BRUSHED NICKEL,9,8
Brand#13,LARGE BRUSHED STEEL,19,8
Brand#13,LARGE BRUSHED STEEL,36,8
Brand#13,LARGE BRUSHED TIN,9,8
Brand#13,LARGE BURNISHED BRASS,3,8
Brand#13,LARGE BURNISHED COPPER,3,8
Brand#13,LARGE BURNISHED COPPER,23,8
Brand#13,LARGE BURNISHED NICKEL,14,8
Brand#13,LARGE BURNISHED STEEL,14,8
Brand#13,LARGE BURNISHED STEEL,45,8
Brand#13,LARGE PLATED BRASS,9,8
Brand#13,LARGE PLATED COPPER,14,8
Brand#13,LARGE PLATED NICKEL,19,8
Brand#13,LARGE PLATED STEEL,3,8
Brand#13,LARGE PLATED STEEL,36,8
Brand#13,LARGE PLATED TIN,14,8
Brand#13,LARGE PLATED TIN,45,8
Brand#13,LARGE POLISHED BRASS,23,8
Brand#13,LARGE POLISHED NICKEL,45,8
Brand#13,LARGE POLISHED STEEL,36,8
Brand#13,LARGE POLISHED TIN,3,8
Brand#13,LARGE POLISHED TIN,9,8
Brand#13,LARGE POLISHED TIN,14,8
Brand#13,LARGE POLISHED TIN,45,8
Brand#13,MEDIUM ANODIZED STEEL,23,8
Brand#13,MEDIUM ANODIZED TIN,9,8
Brand#13,MEDIUM ANODIZED TIN,45,8
Brand#13,MEDIUM BRUSHED BRASS,14,8
Brand#13,MEDIUM BRUSHED BRASS,36,8
Brand#13,MEDIUM BRUSHED BRASS,49,8
Brand#13,MEDIUM BRUSHED COPPER,23,8
Brand#13,MEDIUM BRUSHED COPPER,49,8
Brand#13,MEDIUM BRUSHED NICKEL,19,8
Brand#13,MEDIUM BRUSHED STEEL,14,8
Brand#13,MEDIUM BRUSHED TIN,9,8
Brand#13,MEDIUM BURNISHED BRASS,19,8
Brand#13,MEDIUM BURNISHED COPPER,3,8
Brand#13,MEDIUM BURNISHED COPPER,19,8
Brand#13,MEDIUM BURNISHED COPPER,23,8
Brand#13,MEDIUM BURNISHED NICKEL,9,8
Brand#13,MEDIUM BURNISHED NICKEL,23,8
Brand#13,MEDIUM BURNISHED STEEL,14,8
Brand#13,MEDIUM BURNISHED STEEL,19,8
Brand#13,MEDIUM BURNISHED STEEL,45,8
Brand#13,MEDIUM BURNISHED STEEL,49,8
Brand#13,MEDIUM BURNISHED TIN,45,8
Brand#13,MEDIUM BURNISHED TIN,49,8
Brand#13,MEDIUM PLATED BRASS,19,8
Brand#13,MEDIUM PLATED BRASS,23,8
Brand#13,MEDIUM PLATED COPPER,14,8
Brand#13,MEDIUM PLATED COPPER,19,8
Brand#13,MEDIUM PLATED NICKEL,3,8
Brand#13,MEDIUM PLATED NICKEL,36,8
Brand#13,MEDIUM PLATED STEEL,3,8
Brand#13,MEDIUM PLATED STEEL,9,8
Brand#13,MEDIUM PLATED STEEL,19,8
Brand#13,MEDIUM PLATED STEEL,36,8
Brand#13,MEDIUM PLATED TIN,36,8
Brand#13,PROMO ANODIZED BRASS,3,8
Brand#13,PROMO ANODIZED COPPER,9,8
Brand#13,PROMO ANODIZED COPPER,14,8
Brand#13,PROMO ANODIZED COPPER,23,8
