p_brand,p_type,p_size,supplier_count
Brand#41,ECONOMY BURNISHED TIN,49,4
Brand#41,ECONOMY PLATED COPPER,3,4
Brand#41,ECONOMY PLATED COPPER,9,4
Brand#41,ECONOMY PLATED COPPER,19,4
Brand#41,ECONOMY PLATED COPPER,23,4
Brand#41,ECONOMY PLATED COPPER,36,4
Brand#41,ECONOMY PLATED NICKEL,19,4
Brand#41,ECONOMY PLATED NICKEL,49,4
Brand#41,ECONOMY PLATED TIN,14,4
Brand#41,ECONOMY PLATED TIN,36,4
Brand#41,ECONOMY POLISHED BRASS,3,4
Brand#41,ECONOMY POLISHED BRASS,9,4
Brand#41,ECONOMY POLISHED COPPER,3,4
Brand#41,ECONOMY POLISHED COPPER,9,4
Brand#41,ECONOMY POLISHED COPPER,19,4
Brand#41,ECONOMY POLISHED COPPER,23,4
Brand#41,ECONOMY POLISHED NICKEL,3,4
Brand#41,ECONOMY POLISHED NICKEL,14,4
Brand#41,ECONOMY POLISHED NICKEL,36,4
Brand#41,ECONOMY POLISHED STEEL,9,4
Brand#41,ECONOMY POLISHED STEEL,14,4
Brand#41,ECONOMY POLISHED STEEL,36,4
Brand#41,ECONOMY POLISHED TIN,9,4
Brand#41,LARGE ANODIZED BRASS,19,4
Brand#41,LARGE ANODIZED BRASS,49,4
Brand#41,LARGE ANODIZED COPPER,19,4
Brand#41,LARGE ANODIZED COPPER,23,4
Brand#41,LARGE ANODIZED COPPER,49,4
Brand#41,LARGE ANODIZED NICKEL,14,4
Brand#41,LARGE ANODIZED NICKEL,23,4
Brand#41,LARGE ANODIZED NICKEL,36,4
Brand#41,LARGE ANODIZED NICKEL,45,4
Brand#41,LARGE ANODIZED NICKEL,49,4
Brand#41,LARGE ANODIZED STEEL,9,4
Brand#41,LARGE ANODIZED STEEL,45,4
Brand#41,LARGE ANODIZED STEEL,49,4
Brand#41,LARGE ANODIZED TIN,9,4
Brand#41,LARGE ANODIZED TIN,14,4
Brand#41,LARGE ANODIZED TIN,36,4
Brand#41,LARGE ANODIZED TIN,49,4
Brand#41,LARGE BRUSHED BRASS,19,4
Brand#41,LARGE BRUSHED BRASS,36,4
Brand#41,LARGE BRUSHED BRASS,45,4
Brand#41,LARGE BRUSHED BRASS,49,4
Brand#41,LARGE BRUSHED COPPER,3,4
Brand#41,LARGE BRUSHED COPPER,14,4
Brand#41,LARGE BRUSHED COPPER,45,4
Brand#41,LARGE BRUSHED NICKEL,3,4
Brand#41,LARGE BRUSHED NICKEL,9,4
Brand#41,LARGE BRUSHED NICKEL,49,4
Brand#41,LARGE BRUSHED STEEL,3,4
Brand#41,LARGE BRUSHED STEEL,19,4
Brand#41,LARGE BRUSHED TIN,9,4
Brand#41,LARGE BRUSHED TIN,23,4
Brand#41,LARGE BURNISHED BRASS,9,4
Brand#41,LARGE BURNISHED BRASS,14,4
Brand#41,LARGE BURNISHED BRASS,45,4
Brand#41,LARGE BURNISHED BRASS,49,4
Brand#41,LARGE BURNISHED COPPER,9,4
Brand#41,LARGE BURNISHED COPPER,36,4
Brand#41,LARGE BURNISHED NICKEL,3,4
Brand#41,LARGE BURNISHED NICKEL,9,4
Brand#41,LARGE BURNISHED NICKEL,23,4
Brand#41,LARGE BURNISHED STEEL,36,4
Brand#41,LARGE BURNISHED TIN,23,4
Brand#41,LARGE BURNISHED TIN,49,4
Brand#41,LARGE PLATED BRASS,49,4
Brand#41,LARGE PLATED NICKEL,23,4
Brand#41,LARGE PLATED NICKEL,45,4
Brand#41,LARGE PLATED STEEL,9,4
Brand#41,LARGE PLATED STEEL,45,4
Brand#41,LARGE PLATED TIN,9,4
Brand#41,LARGE PLATED TIN,49,4
Brand#41,LARGE POLISHED BRASS,9,4
Brand#41,LARGE POLISHED BRASS,23,4
Brand#41,LARGE POLISHED COPPER,9,4
Brand#41,LARGE POLISHED COPPER,45,4
Brand#41,LARGE POLISHED NICKEL,9,4
Brand#41,LARGE POLISHED NICKEL,19,4
Brand#41,LARGE POLISHED NICKEL,36,4
Brand#41,LARGE POLISHED STEEL,19,4
Brand#41,LARGE POLISHED STEEL,36,4
Brand#41,LARGE POLISHED STEEL,45,4
Brand#41,LARGE POLISHED STEEL,49,4
Brand#41,LARGE POLISHED TIN,23,4
Brand#41,LARGE POLISHED TIN,36,4
Brand#41,LARGE POLISHED TIN,45,4
Brand#41,LARGE POLISHED TIN,49,4
Brand#41,MEDIUM ANODIZED BRASS,14,4
Brand#41,MEDIUM ANODIZED BRASS,19,4
