p_brand,p_type,p_size,supplier_count
Brand#43,PROMO BURNISHED BRASS,49,8
Brand#43,PROMO BURNISHED COPPER,14,8
Brand#43,PROMO BURNISHED NICKEL,49,8
Brand#43,PROMO BURNISHED STEEL,49,8
Brand#43,PROMO BURNISHED TIN,9,8
Brand#43,PROMO BURNISHED TIN,36,8
Brand#43,PROMO BURNISHED TIN,49,8
Brand#43,PROMO PLATED BRASS,14,8
Brand#43,PROMO PLATED COPPER,45,8
Brand#43,PROMO PLATED NICKEL,45,8
Brand#43,PROMO PLATED STEEL,45,8
Brand#43,PROMO PLATED TIN,23,8
Brand#43,PROMO POLISHED BRASS,23,8
Brand#43,PROMO POLISHED COPPER,3,8
Brand#43,PROMO POLISHED COPPER,14,8
Brand#43,PROMO POLISHED COPPER,36,8
Brand#43,PROMO POLISHED NICKEL,14,8
Brand#43,PROMO POLISHED NICKEL,19,8
Brand#43,PROMO POLISHED STEEL,14,8
Brand#43,PROMO POLISHED STEEL,23,8
Brand#43,PROMO POLISHED TIN,3,8
Brand#43,PROMO POLISHED TIN,36,8
Brand#43,SMALL ANODIZED BRASS,19,8
Brand#43,SMALL ANODIZED COPPER,14,8
Brand#43,SMALL ANODIZED COPPER,19,8
Brand#43,SMALL ANODIZED COPPER,49,8
Brand#43,SMALL ANODIZED NICKEL,14,8
Brand#43,SMALL ANODIZED NICKEL,45,8
Brand#43,SMALL ANODIZED STEEL,49,8
Brand#43,SMALL ANODIZED TIN,49,8
Brand#43,SMALL BRUSHED COPPER,19,8
Brand#43,SMALL BRUSHED COPPER,49,8
Brand#43,SMALL BRUSHED NICKEL,9,8
Brand#43,SMALL BRUSHED NICKEL,49,8
Brand#43,SMALL BRUSHED STEEL,45,8
Brand#43,SMALL BRUSHED TIN,3,8
Brand#43,SMALL BURNISHED COPPER,23,8
Brand#43,SMALL BURNISHED STEEL,9,8
Brand#43,SMALL BURNISHED STEEL,45,8
Brand#43,SMALL BURNISHED TIN,9,8
Brand#43,SMALL BURNISHED TIN,49,8
Brand#43,SMALL PLATED BRASS,23,8
Brand#43,SMALL PLATED BRASS,45,8
Brand#43,SMALL PLATED COPPER,45,8
Brand#43,SMALL PLATED NICKEL,3,8
Brand#43,SMALL PLATED NICKEL,19,8
Brand#43,SMALL PLATED NICKEL,23,8
Brand#43,SMALL PLATED NICKEL,45,8
Brand#43,SMALL PLATED NICKEL,49,8
Brand#43,SMALL PLATED STEEL,14,8
Brand#43,SMALL PLATED STEEL,36,8
Brand#43,SMALL PLATED TIN,14,8
Brand#43,SMALL POLISHED BRASS,9,8
Brand#43,SMALL POLISHED BRASS,19,8
Brand#43,SMALL POLISHED COPPER,9,8
Brand#43,SMALL POLISHED COPPER,19,8
Brand#43,SMALL POLISHED NICKEL,3,8
Brand#43,SMALL POLISHED NICKEL,36,8
Brand#43,SMALL POLISHED STEEL,45,8
Brand#43,SMALL POLISHED STEEL,49,8
Brand#43,SMALL POLISHED TIN,36,8
Brand#43,STANDARD ANODIZED COPPER,3,8
Brand#43,STANDARD ANODIZED COPPER,9,8
Brand#43,STANDARD ANODIZED COPPER,14,8
Brand#43,STANDARD ANODIZED COPPER,49,8
Brand#43,STANDARD ANODIZED NICKEL,49,8
Brand#43,STANDARD ANODIZED STEEL,3,8
Brand#43,STANDARD ANODIZED STEEL,14,8
Brand#43,STANDARD ANODIZED STEEL,45,8
Brand#43,STANDARD ANODIZED STEEL,49,8
Brand#43,STANDARD ANODIZED TIN,14,8
Brand#43,STANDARD BRUSHED BRASS,14,8
Brand#43,STANDARD BRUSHED BRASS,36,8
Brand#43,STANDARD BRUSHED NICKEL,49,8
Brand#43,STANDARD BRUSHED TIN,19,8
Brand#43,STANDARD BRUSHED TIN,45,8
Brand#43,STANDARD BRUSHED TIN,49,8
Brand#43,STANDARD BURNISHED BRASS,23,8
Brand#43,STANDARD BURNISHED BRASS,49,8
Brand#43,STANDARD BURNISHED COPPER,9,8
Brand#43,STANDARD BURNISHED COPPER,14,8
Brand#43,STANDARD BURNISHED COPPER,45,8
Brand#43,STANDARD BURNISHED NICKEL,19,8
Brand#43,STANDARD BURNISHED NICKEL,49,8
Brand#43,STANDARD BURNISHED STEEL,9,8
Brand#43,STANDARD BURNISHED STEEL,19,8
Brand#43,STANDARD BURNISHED STEEL,45,8
Brand#43,STANDARD BURNISHED TIN,19,8
Brand#43,STANDARD PLATED COPPER,36,8
Brand#43,STANDARD PLATED NICKEL,19,8
Brand#43,STANDARD PLATED NICKEL,49,8
Brand#43,STANDARD PLATED TIN,14,8
Brand#43,STANDARD PLATED TIN,23,8
Brand#43,STANDARD POLISHED BRASS,19,8
Brand#43,STANDARD POLISHED COPPER,45,8
Brand#43,STANDARD POLISHED NICKEL,3,8
Brand#43,STANDARD POLISHED NICKEL,14,8
Brand#43,STANDARD POLISHED NICKEL,23,8
Brand#43,STANDARD POLISHED NICKEL,36,8
Brand#43,STANDARD POLISHED NICKEL,45,8
Brand#43,STANDARD POLISHED STEEL,14,8
Brand#43,STANDARD POLISHED STEEL,49,8
