p_brand,p_type,p_size,supplier_count
Brand#55,MEDIUM BRUSHED NICKEL,49,4
Brand#55,MEDIUM BRUSHED STEEL,3,4
Brand#55,MEDIUM BRUSHED TIN,23,4
Brand#55,MEDIUM BRUSHED TIN,49,4
Brand#55,MEDIUM BURNISHED BRASS,9,4
Brand#55,MEDIUM BURNISHED BRASS,23,4
Brand#55,MEDIUM BURNISHED BRASS,45,4
Brand#55,MEDIUM BURNISHED BRASS,49,4
Brand#55,MEDIUM BURNISHED COPPER,9,4
Brand#55,MEDIUM BURNISHED COPPER,14,4
Brand#55,MEDIUM BURNISHED COPPER,19,4
Brand#55,MEDIUM BURNISHED NICKEL,3,4
Brand#55,MEDIUM BURNISHED NICKEL,9,4
Brand#55,MEDIUM BURNISHED NICKEL,14,4
Brand#55,MEDIUM BURNISHED NICKEL,36,4
Brand#55,MEDIUM BURNISHED STEEL,9,4
Brand#55,MEDIUM BURNISHED TIN,3,4
Brand#55,MEDIUM BURNISHED TIN,23,4
Brand#55,MEDIUM BURNISHED TIN,49,4
Brand#55,MEDIUM PLATED BRASS,9,4
Brand#55,MEDIUM PLATED BRASS,14,4
Brand#55,MEDIUM PLATED BRASS,36,4
Brand#55,MEDIUM PLATED BRASS,49,4
Brand#55,MEDIUM PLATED COPPER,49,4
Brand#55,MEDIUM PLATED NICKEL,9,4
Brand#55,MEDIUM PLATED NICKEL,14,4
Brand#55,MEDIUM PLATED NICKEL,45,4
Brand#55,MEDIUM PLATED STEEL,9,4
Brand#55,MEDIUM PLATED STEEL,23,4
Brand#55,MEDIUM PLATED STEEL,49,4
Brand#55,MEDIUM PLATED TIN,45,4
Brand#55,MEDIUM PLATED TIN,49,4
Brand#55,PROMO ANODIZED BRASS,9,4
Brand#55,PROMO ANODIZED COPPER,19,4
Brand#55,PROMO ANODIZED NICKEL,23,4
Brand#55,PROMO ANODIZED NICKEL,45,4
Brand#55,PROMO ANODIZED STEEL,9,4
Brand#55,PROMO ANODIZED STEEL,14,4
Brand#55,PROMO ANODIZED STEEL,23,4
Brand#55,PROMO ANODIZED TIN,9,4
Brand#55,PROMO ANODIZED TIN,23,4
Brand#55,PROMO BRUSHED BRASS,14,4
Brand#55,PROMO BRUSHED BRASS,19,4
Brand#55,PROMO BRUSHED BRASS,49,4
Brand#55,PROMO BRUSHED COPPER,14,4
Brand#55,PROMO BRUSHED COPPER,23,4
Brand#55,PROMO BRUSHED COPPER,36,4
Brand#55,PROMO BRUSHED COPPER,45,4
Brand#55,PROMO BRUSHED COPPER,49,4
Brand#55,PROMO BRUSHED NICKEL,3,4
Brand#55,PROMO BRUSHED NICKEL,19,4
Brand#55,PROMO BRUSHED STEEL,14,4
Brand#55,PROMO BRUSHED STEEL,19,4
Brand#55,PROMO BRUSHED TIN,19,4
Brand#55,PROMO BURNISHED BRASS,9,4
Brand#55,PROMO BURNISHED BRASS,14,4
Brand#55,PROMO BURNISHED BRASS,19,4
Brand#55,PROMO BURNISHED COPPER,3,4
Brand#55,PROMO BURNISHED COPPER,49,4
Brand#55,PROMO BURNISHED NICKEL,14,4
Brand#55,PROMO BURNISHED NICKEL,19,4
Brand#55,PROMO BURNISHED NICKEL,23,4
Brand#55,PROMO BURNISHED NICKEL,45,4
Brand#55,PROMO BURNISHED NICKEL,49,4
Brand#55,PROMO BURNISHED STEEL,19,4
Brand#55,PROMO BURNISHED STEEL,36,4
Brand#55,PROMO BURNISHED TIN,3,4
Brand#55,PROMO BURNISHED TIN,14,4
Brand#55,PROMO BURNISHED TIN,23,4
Brand#55,PROMO PLATED BRASS,3,4
Brand#55,PROMO PLATED BRASS,49,4
Brand#55,PROMO PLATED COPPER,3,4
Brand#55,PROMO PLATED COPPER,45,4
Brand#55,PROMO PLATED NICKEL,3,4
Brand#55,PROMO PLATED NICKEL,23,4
Brand#55,PROMO PLATED STEEL,3,4
Brand#55,PROMO PLATED STEEL,23,4
Brand#55,PROMO PLATED STEEL,36,4
Brand#55,PROMO PLATED STEEL,45,4
Brand#55,PROMO PLATED STEEL,49,4
Brand#55,PROMO PLATED TIN,3,4
Brand#55,PROMO PLATED TIN,19,4
Brand#55,PROMO PLATED TIN,23,4
Brand#55,PROMO POLISHED BRASS,14,4
Brand#55,PROMO POLISHED COPPER,3,4
Brand#55,PROMO POLISHED COPPER,19,4
Brand#55,PROMO POLISHED COPPER,45,4
Brand#55,PROMO POLISHED COPPER,49,4
Brand#55,PROMO POLISHED NICKEL,3,4
Brand#55,PROMO POLISHED NICKEL,14,4
Brand#55,PROMO POLISHED NICKEL,19,4
Brand#55,PROMO POLISHED NICKEL,23,4
Brand#55,PROMO POLISHED NICKEL,36,4
Brand#55,PROMO POLISHED STEEL,19,4
Brand#55,PROMO POLISHED STEEL,45,4
Brand#55,PROMO POLISHED STEEL,49,4
Brand#55,PROMO POLISHED TIN,3,4
Brand#55,PROMO POLISHED TIN,9,4
Brand#55,PROMO POLISHED TIN,14,4
Brand#55,PROMO POLISHED TIN,19,4
