p_brand,p_type,p_size,supplier_count
Brand#32,MEDIUM BURNISHED COPPER,19,20
Brand#32,SMALL ANODIZED STEEL,45,20
Brand#33,ECONOMY POLISHED COPPER,19,20
Brand#33,PROMO PLATED NICKEL,14,20
Brand#33,SMALL POLISHED TIN,9,20
Brand#33,STANDARD ANODIZED BRASS,49,20
Brand#33,STANDARD BURNISHED BRASS,45,20
Brand#34,ECONOMY BRUSHED NICKEL,49,20
Brand#34,LARGE BRUSHED BRASS,19,20
Brand#34,SMALL BRUSHED TIN,3,20
Brand#34,STANDARD PLATED COPPER,9,20
Brand#35,LARGE ANODIZED NICKEL,3,20
Brand#35,MEDIUM ANODIZED BRASS,45,20
Brand#35,MEDIUM ANODIZED STEEL,23,20
Brand#35,PROMO ANODIZED COPPER,49,20
Brand#35,SMALL POLISHED COPPER,14,20
Brand#41,LARGE ANODIZED STEEL,3,20
Brand#41,LARGE BRUSHED NICKEL,23,20
Brand#41,LARGE BURNISHED COPPER,3,20
Brand#41,MEDIUM PLATED STEEL,19,20
Brand#41,SMALL BURNISHED COPPER,23,20
Brand#42,MEDIUM BURNISHED BRASS,14,20
Brand#42,SMALL BURNISHED COPPER,3,20
Brand#43,ECONOMY POLISHED COPPER,9,20
Brand#43,SMALL PLATED STEEL,3,20
Brand#43,STANDARD BURNISHED TIN,23,20
Brand#44,LARGE ANODIZED STEEL,23,20
Brand#44,PROMO ANODIZED TIN,23,20
Brand#51,ECONOMY BRUSHED BRASS,49,20
Brand#51,ECONOMY POLISHED NICKEL,9,20
Brand#51,MEDIUM BRUSHED TIN,9,20
Brand#51,MEDIUM PLATED BRASS,9,20
Brand#51,PROMO BURNISHED BRASS,9,20
Brand#51,SMALL PLATED NICKEL,49,20
Brand#51,STANDARD ANODIZED NICKEL,49,20
Brand#51,STANDARD BRUSHED COPPER,3,20
Brand#52,ECONOMY ANODIZED BRASS,3,20
Brand#52,ECONOMY BRUSHED COPPER,49,20
Brand#52,LARGE ANODIZED NICKEL,45,20
Brand#52,MEDIUM ANODIZED TIN,23,20
Brand#52,MEDIUM BURNISHED TIN,45,20
Brand#52,SMALL PLATED COPPER,36,20
Brand#52,STANDARD ANODIZED BRASS,45,20
Brand#53,ECONOMY PLATED COPPER,45,20
Brand#53,PROMO ANODIZED COPPER,49,20
Brand#53,PROMO BRUSHED COPPER,23,20
Brand#53,PROMO PLATED TIN,19,20
Brand#53,PROMO POLISHED NICKEL,3,20
Brand#53,SMALL ANODIZED STEEL,9,20
Brand#53,SMALL BRUSHED COPPER,3,20
Brand#53,SMALL BRUSHED NICKEL,3,20
Brand#54,ECONOMY PLATED STEEL,9,20
Brand#54,ECONOMY POLISHED TIN,3,20
Brand#54,SMALL BRUSHED BRASS,19,20
Brand#55,MEDIUM ANODIZED COPPER,3,20
Brand#55,PROMO BURNISHED STEEL,14,20
Brand#55,PROMO POLISHED NICKEL,49,20
Brand#55,STANDARD ANODIZED BRASS,19,20
Brand#55,STANDARD BURNISHED COPPER,45,20
Brand#43,ECONOMY ANODIZED TIN,3,19
Brand#11,ECONOMY ANODIZED BRASS,14,16
Brand#11,ECONOMY ANODIZED BRASS,23,16
Brand#11,ECONOMY ANODIZED COPPER,14,16
Brand#11,ECONOMY BRUSHED BRASS,49,16
Brand#11,ECONOMY BRUSHED STEEL,19,16
Brand#11,ECONOMY BURNISHED NICKEL,23,16
Brand#11,LARGE ANODIZED COPPER,14,16
Brand#11,LARGE BRUSHED TIN,45,16
Brand#11,LARGE BURNISHED COPPER,23,16
Brand#11,LARGE BURNISHED NICKEL,36,16
Brand#11,LARGE PLATED STEEL,14,16
Brand#11,MEDIUM BRUSHED NICKEL,14,16
Brand#11,MEDIUM BRUSHED STEEL,49,16
Brand#11,MEDIUM BURNISHED NICKEL,49,16
Brand#11,MEDIUM BURNISHED TIN,3,16
Brand#11,MEDIUM PLATED COPPER,9,16
Brand#11,PROMO ANODIZED BRASS,19,16
Brand#11,PROMO ANODIZED BRASS,49,16
Brand#11,PROMO ANODIZED STEEL,45,16
Brand#11,PROMO PLATED BRASS,45,16
Brand#11,SMALL ANODIZED TIN,45,16
Brand#11,SMALL BRUSHED STEEL,49,16
Brand#11,SMALL BURNISHED COPPER,19,16
Brand#11,SMALL BURNISHED COPPER,45,16
Brand#11,SMALL BURNISHED NICKEL,14,16
Brand#11,SMALL POLISHED NICKEL,36,16
Brand#11,STANDARD ANODIZED BRASS,19,16
Brand#11,STANDARD ANODIZED COPPER,14,16
Brand#11,STANDARD BRUSHED STEEL,45,16
Brand#11,STANDARD POLISHED NICKEL,23,16
Brand#12,ECONOMY ANODIZED TIN,14,16
Brand#12,ECONOMY BRUSHED COPPER,9,16
Brand#12,ECONOMY BRUSHED COPPER,36,16
Brand#12,ECONOMY BURNISHED BRASS,9,16
Brand#12,ECONOMY BURNISHED NICKEL,36,16
Brand#12,LARGE ANODIZED BRASS,14,16
Brand#12,LARGE ANODIZED COPPER,9,16
Brand#12,LARGE ANODIZED STEEL,23,16
Brand#12,LARGE BURNISHED TIN,36,16
Brand#12,LARGE PLATED COPPER,49,16
Brand#12,LARGE POLISHED COPPER,49,16
Brand#12,MEDIUM PLATED COPPER,19,16
