p_brand,p_type,p_size,supplier_count
Brand#12,MEDIUM PLATED NICKEL,23,16
Brand#12,PROMO ANODIZED BRASS,45,16
Brand#12,PROMO ANODIZED STEEL,49,16
Brand#12,PROMO BURNISHED STEEL,9,16
Brand#12,SMALL BRUSHED NICKEL,36,16
Brand#12,SMALL BRUSHED TIN,45,16
Brand#12,STANDARD ANODIZED BRASS,3,16
Brand#12,STANDARD ANODIZED NICKEL,14,16
Brand#12,STANDARD BRUSHED BRASS,3,16
Brand#12,STANDARD BRUSHED TIN,9,16
Brand#12,STANDARD BRUSHED TIN,36,16
Brand#12,STANDARD POLISHED COPPER,9,16
Brand#13,ECONOMY ANODIZED STEEL,45,16
Brand#13,ECONOMY POLISHED BRASS,3,16
Brand#13,LARGE BRUSHED NICKEL,23,16
Brand#13,LARGE BURNISHED NICKEL,9,16
Brand#13,MEDIUM BRUSHED STEEL,49,16
Brand#13,MEDIUM BURNISHED NICKEL,49,16
Brand#13,MEDIUM PLATED BRASS,49,16
Brand#13,PROMO ANODIZED BRASS,14,16
Brand#13,PROMO ANODIZED COPPER,3,16
Brand#13,SMALL ANODIZED STEEL,45,16
Brand#13,SMALL BURNISHED STEEL,19,16
Brand#13,SMALL PLATED BRASS,36,16
Brand#13,STANDARD ANODIZED BRASS,23,16
Brand#13,STANDARD ANODIZED STEEL,23,16
Brand#13,STANDARD BURNISHED BRASS,9,16
Brand#13,STANDARD PLATED NICKEL,9,16
Brand#13,STANDARD PLATED TIN,23,16
Brand#14,ECONOMY BRUSHED STEEL,3,16
Brand#14,ECONOMY PLATED NICKEL,9,16
Brand#14,ECONOMY PLATED STEEL,9,16
Brand#14,ECONOMY POLISHED NICKEL,19,16
Brand#14,LARGE ANODIZED COPPER,14,16
Brand#14,LARGE BRUSHED NICKEL,19,16
Brand#14,LARGE POLISHED STEEL,3,16
Brand#14,LARGE POLISHED TIN,23,16
Brand#14,MEDIUM BURNISHED COPPER,3,16
Brand#14,PROMO ANODIZED STEEL,36,16
Brand#14,PROMO PLATED BRASS,9,16
Brand#14,PROMO PLATED NICKEL,49,16
Brand#14,PROMO POLISHED BRASS,19,16
Brand#14,PROMO POLISHED STEEL,19,16
Brand#14,PROMO POLISHED TIN,45,16
Brand#14,SMALL BRUSHED BRASS,14,16
Brand#14,SMALL BURNISHED COPPER,45,16
Brand#14,STANDARD BRUSHED TIN,19,16
Brand#14,STANDARD PLATED COPPER,45,16
Brand#14,STANDARD PLATED TIN,9,16
Brand#14,STANDARD POLISHED TIN,49,16
Brand#15,ECONOMY BRUSHED STEEL,19,16
Brand#15,LARGE BRUSHED BRASS,14,16
Brand#15,LARGE BRUSHED STEEL,14,16
Brand#15,LARGE BURNISHED NICKEL,3,16
Brand#15,LARGE PLATED COPPER,49,16
Brand#15,PROMO ANODIZED NICKEL,3,16
Brand#15,PROMO BURNISHED TIN,49,16
Brand#15,PROMO PLATED STEEL,3,16
Brand#15,PROMO POLISHED STEEL,49,16
Brand#15,SMALL BRUSHED COPPER,9,16
Brand#15,SMALL BRUSHED NICKEL,23,16
Brand#15,SMALL PLATED BRASS,49,16
Brand#15,STANDARD ANODIZED COPPER,45,16
Brand#15,STANDARD BRUSHED COPPER,14,16
Brand#15,STANDARD PLATED TIN,36,16
Brand#21,ECONOMY ANODIZED STEEL,45,16
Brand#21,ECONOMY BRUSHED COPPER,9,16
Brand#21,ECONOMY POLISHED STEEL,19,16
Brand#21,LARGE ANODIZED STEEL,14,16
Brand#21,MEDIUM ANODIZED STEEL,36,16
Brand#21,PROMO POLISHED BRASS,14,16
Brand#21,PROMO POLISHED TIN,49,16
Brand#21,SMALL BRUSHED COPPER,3,16
Brand#21,SMALL PLATED STEEL,45,16
Brand#21,SMALL PLATED TIN,45,16
Brand#21,STANDARD POLISHED STEEL,36,16
Brand#22,ECONOMY BRUSHED BRASS,9,16
Brand#22,ECONOMY BRUSHED NICKEL,36,16
Brand#22,ECONOMY POLISHED TIN,36,16
Brand#22,LARGE BRUSHED COPPER,19,16
Brand#22,LARGE BRUSHED TIN,36,16
Brand#22,LARGE POLISHED COPPER,19,16
Brand#22,MEDIUM ANODIZED BRASS,23,16
Brand#22,MEDIUM ANODIZED NICKEL,9,16
