p_brand,p_type,p_size,supplier_count
Brand#31,PROMO BURNISHED NICKEL,45,8
Brand#31,PROMO BURNISHED STEEL,19,8
Brand#31,PROMO PLATED COPPER,19,8
Brand#31,PROMO PLATED COPPER,36,8
Brand#31,PROMO PLATED COPPER,49,8
Brand#31,PROMO PLATED NICKEL,36,8
Brand#31,PROMO PLATED STEEL,19,8
Brand#31,PROMO PLATED STEEL,23,8
Brand#31,PROMO PLATED TIN,3,8
Brand#31,PROMO PLATED TIN,49,8
Brand#31,PROMO POLISHED BRASS,3,8
Brand#31,PROMO POLISHED BRASS,49,8
Brand#31,PROMO POLISHED NICKEL,3,8
Brand#31,PROMO POLISHED TIN,9,8
Brand#31,PROMO POLISHED TIN,45,8
Brand#31,SMALL ANODIZED BRASS,9,8
Brand#31,SMALL ANODIZED BRASS,36,8
Brand#31,SMALL ANODIZED COPPER,36,8
Brand#31,SMALL ANODIZED COPPER,45,8
Brand#31,SMALL ANODIZED NICKEL,14,8
Brand#31,SMALL ANODIZED NICKEL,49,8
Brand#31,SMALL ANODIZED STEEL,9,8
Brand#31,SMALL ANODIZED STEEL,45,8
Brand#31,SMALL ANODIZED TIN,23,8
Brand#31,SMALL BRUSHED BRASS,23,8
Brand#31,SMALL BRUSHED NICKEL,19,8
Brand#31,SMALL BRUSHED NICKEL,49,8
Brand#31,SMALL BRUSHED STEEL,36,8
Brand#31,SMALL BRUSHED STEEL,49,8
Brand#31,SMALL BRUSHED TIN,9,8
Brand#31,SMALL BRUSHED TIN,45,8
Brand#31,SMALL BURNISHED NICKEL,23,8
Brand#31,SMALL BURNISHED STEEL,3,8
Brand#31,SMALL BURNISHED STEEL,9,8
Brand#31,SMALL BURNISHED STEEL,19,8
Brand#31,SMALL BURNISHED STEEL,23,8
Brand#31,SMALL BURNISHED STEEL,36,8
Brand#31,SMALL BURNISHED STEEL,49,8
Brand#31,SMALL BURNISHED TIN,36,8
Brand#31,SMALL PLATED BRASS,23,8
Brand#31,SMALL PLATED COPPER,14,8
Brand#31,SMALL PLATED COPPER,19,8
Brand#31,SMALL PLATED NICKEL,36,8
Brand#31,SMALL PLATED STEEL,14,8
Brand#31,SMALL PLATED STEEL,36,8
Brand#31,SMALL PLATED TIN,3,8
Brand#31,SMALL PLATED TIN,36,8
Brand#31,SMALL POLISHED BRASS,3,8
Brand#31,SMALL POLISHED BRASS,14,8
Brand#31,SMALL POLISHED BRASS,19,8
Brand#31,SMALL POLISHED COPPER,3,8
Brand#31,SMALL POLISHED COPPER,36,8
Brand#31,SMALL POLISHED NICKEL,14,8
Brand#31,SMALL POLISHED STEEL,49,8
Brand#31,SMALL POLISHED TIN,23,8
Brand#31,SMALL POLISHED TIN,49,8
Brand#31,STANDARD ANODIZED NICKEL,9,8
Brand#31,STANDARD ANODIZED NICKEL,14,8
Brand#31,STANDARD ANODIZED NICKEL,45,8
Brand#31,STANDARD ANODIZED STEEL,19,8
Brand#31,STANDARD ANODIZED STEEL,45,8
Brand#31,STANDARD ANODIZED TIN,3,8
Brand#31,STANDARD ANODIZED TIN,9,8
Brand#31,STANDARD ANODIZED TIN,19,8
Brand#31,STANDARD ANODIZED TIN,36,8
Brand#31,STANDARD BRUSHED BRASS,9,8
Brand#31,STANDARD BRUSHED BRASS,36,8
Brand#31,STANDARD BRUSHED COPPER,36,8
Brand#31,STANDARD BRUSHED NICKEL,36,8
Brand#31,STANDARD BRUSHED STEEL,19,8
Brand#31,STANDARD BRUSHED STEEL,45,8
Brand#31,STANDARD BRUSHED TIN,23,8
Brand#31,STANDARD BURNISHED BRASS,9,8
Brand#31,STANDARD BURNISHED BRASS,36,8
Brand#31,STANDARD BURNISHED COPPER,9,8
Brand#31,STANDARD BURNISHED COPPER,14,8
Brand#31,STANDARD BURNISHED NICKEL,45,8
Brand#31,STANDARD BURNISHED STEEL,9,8
Brand#31,STANDARD BURNISHED STEEL,23,8
Brand#31,STANDARD BURNISHED TIN,3,8
Brand#31,STANDARD BURNISHED TIN,9,8
Brand#31,STANDARD BURNISHED TIN,36,8
Brand#31,STANDARD PLATED COPPER,3,8
Brand#31,STANDARD PLATED COPPER,23,8
Brand#31,STANDARD PLATED COPPER,49,8
Brand#31,STANDARD PLATED NICKEL,3,8
Brand#31,STANDARD PLATED NICKEL,9,8
Brand#31,STANDARD PLATED NICKEL,36,8
Brand#31,STANDARD PLATED TIN,14,8
Brand#31,STANDARD PLATED TIN,19,8
Brand#31,STANDARD POLISHED BRASS,14,8
Brand#31,STANDARD POLISHED COPPER,3,8
Brand#31,STANDARD POLISHED COPPER,23,8
Brand#31,STANDARD POLISHED NICKEL,19,8
Brand#31,STANDARD POLISHED STEEL,14,8
