p_brand,p_type,p_size,supplier_count
Brand#11,MEDIUM ANODIZED BRASS,49,8
Brand#11,MEDIUM ANODIZED COPPER,23,8
Brand#11,MEDIUM ANODIZED NICKEL,9,8
Brand#11,MEDIUM ANODIZED NICKEL,14,8
Brand#11,MEDIUM ANODIZED NICKEL,36,8
Brand#11,MEDIUM ANODIZED NICKEL,45,8
Brand#11,MEDIUM ANODIZED STEEL,9,8
Brand#11,MEDIUM ANODIZED TIN,23,8
Brand#11,MEDIUM ANODIZED TIN,49,8
Brand#11,MEDIUM BRUSHED COPPER,23,8
Brand#11,MEDIUM BRUSHED NICKEL,23,8
Brand#11,MEDIUM BURNISHED BRASS,3,8
Brand#11,MEDIUM BURNISHED BRASS,19,8
Brand#11,MEDIUM BURNISHED BRASS,45,8
Brand#11,MEDIUM BURNISHED COPPER,9,8
Brand#11,MEDIUM BURNISHED COPPER,14,8
Brand#11,MEDIUM BURNISHED COPPER,49,8
Brand#11,MEDIUM BURNISHED STEEL,19,8
Brand#11,MEDIUM BURNISHED TIN,19,8
Brand#11,MEDIUM BURNISHED TIN,36,8
Brand#11,MEDIUM PLATED BRASS,3,8
Brand#11,MEDIUM PLATED BRASS,36,8
Brand#11,MEDIUM PLATED NICKEL,14,8
Brand#11,MEDIUM PLATED NICKEL,45,8
Brand#11,MEDIUM PLATED STEEL,3,8
Brand#11,MEDIUM PLATED STEEL,9,8
Brand#11,MEDIUM PLATED STEEL,23,8
Brand#11,MEDIUM PLATED STEEL,36,8
Brand#11,MEDIUM PLATED TIN,3,8
Brand#11,MEDIUM PLATED TIN,19,8
Brand#11,MEDIUM PLATED TIN,23,8
Brand#11,MEDIUM PLATED TIN,45,8
Brand#11,PROMO ANODIZED COPPER,14,8
Brand#11,PROMO ANODIZED NICKEL,3,8
Brand#11,PROMO ANODIZED NICKEL,45,8
Brand#11,PROMO ANODIZED STEEL,23,8
Brand#11,PROMO ANODIZED STEEL,49,8
Brand#11,PROMO ANODIZED TIN,36,8
Brand#11,PROMO BRUSHED BRASS,3,8
Brand#11,PROMO BRUSHED BRASS,36,8
Brand#11,PROMO BRUSHED COPPER,14,8
Brand#11,PROMO BRUSHED COPPER,19,8
Brand#11,PROMO BRUSHED NICKEL,19,8
Brand#11,PROMO BRUSHED STEEL,49,8
Brand#11,PROMO BRUSHED TIN,19,8
Brand#11,PROMO BRUSHED TIN,36,8
Brand#11,PROMO BURNISHED BRASS,3,8
Brand#11,PROMO BURNISHED BRASS,19,8
Brand#11,PROMO BURNISHED BRASS,36,8
Brand#11,PROMO BURNISHED BRASS,49,8
Brand#11,PROMO BURNISHED COPPER,14,8
Brand#11,PROMO BURNISHED NICKEL,3,8
Brand#11,PROMO BURNISHED NICKEL,14,8
Brand#11,PROMO BURNISHED STEEL,14,8
Brand#11,PROMO BURNISHED STEEL,19,8
Brand#11,PROMO BURNISHED STEEL,36,8
Brand#11,PROMO BURNISHED STEEL,49,8
Brand#11,PROMO PLATED BRASS,23,8
Brand#11,PROMO PLATED NICKEL,14,8
Brand#11,PROMO PLATED NICKEL,49,8
Brand#11,PROMO PLATED STEEL,19,8
Brand#11,PROMO PLATED STEEL,23,8
Brand#11,PROMO POLISHED BRASS,3,8
Brand#11,PROMO POLISHED BRASS,19,8
Brand#11,PROMO POLISHED BRASS,36,8
Brand#11,PROMO POLISHED COPPER,45,8
Brand#11,PROMO POLISHED TIN,3,8
Brand#11,PROMO POLISHED TIN,9,8
Brand#11,PROMO POLISHED TIN,49,8
Brand#11,SMALL ANODIZED COPPER,19,8
Brand#11,SMALL ANODIZED NICKEL,49,8
Brand#11,SMALL ANODIZED STEEL,3,8
Brand#11,SMALL ANODIZED STEEL,14,8
Brand#11,SMALL ANODIZED TIN,9,8
Brand#11,SMALL ANODIZED TIN,19,8
Brand#11,SMALL BRUSHED BRASS,45,8
Brand#11,SMALL BRUSHED BRASS,49,8
Brand#11,SMALL BRUSHED COPPER,14,8
Brand#11,SMALL BRUSHED COPPER,19,8
Brand#11,SMALL BRUSHED NICKEL,3,8
Brand#11,SMALL BRUSHED NICKEL,45,8
Brand#11,SMALL BRUSHED NICKEL,49,8
Brand#11,SMALL BRUSHED TIN,14,8
Brand#11,SMALL BURNISHED COPPER,23,8
Brand#11,SMALL BURNISHED COPPER,36,8
Brand#11,SMALL BURNISHED COPPER,49,8
