p_brand,p_type,p_size,supplier_count
Brand#11,STANDARD BURNISHED BRASS,45,4
Brand#11,STANDARD BURNISHED COPPER,3,4
Brand#11,STANDARD BURNISHED COPPER,45,4
Brand#11,STANDARD BURNISHED NICKEL,3,4
Brand#11,STANDARD BURNISHED NICKEL,9,4
Brand#11,STANDARD BURNISHED NICKEL,14,4
Brand#11,STANDARD BURNISHED NICKEL,19,4
Brand#11,STANDARD BURNISHED STEEL,9,4
Brand#11,STANDARD BURNISHED STEEL,14,4
Brand#11,STANDARD BURNISHED STEEL,19,4
Brand#11,STANDARD BURNISHED STEEL,49,4
Brand#11,STANDARD BURNISHED TIN,9,4
Brand#11,STANDARD BURNISHED TIN,19,4
Brand#11,STANDARD BURNISHED TIN,23,4
Brand#11,STANDARD BURNISHED TIN,36,4
Brand#11,STANDARD PLATED BRASS,3,4
Brand#11,STANDARD PLATED BRASS,14,4
Brand#11,STANDARD PLATED BRASS,36,4
Brand#11,STANDARD PLATED COPPER,9,4
Brand#11,STANDARD PLATED COPPER,14,4
Brand#11,STANDARD PLATED COPPER,45,4
Brand#11,STANDARD PLATED NICKEL,3,4
Brand#11,STANDARD PLATED NICKEL,9,4
Brand#11,STANDARD PLATED NICKEL,23,4
Brand#11,STANDARD PLATED NICKEL,49,4
Brand#11,STANDARD PLATED STEEL,9,4
Brand#11,STANDARD PLATED STEEL,36,4
Brand#11,STANDARD PLATED TIN,19,4
Brand#11,STANDARD POLISHED BRASS,19,4
Brand#11,STANDARD POLISHED BRASS,36,4
Brand#11,STANDARD POLISHED BRASS,49,4
Brand#11,STANDARD POLISHED COPPER,3,4
Brand#11,STANDARD POLISHED COPPER,45,4
Brand#11,STANDARD POLISHED COPPER,49,4
Brand#11,STANDARD POLISHED NICKEL,14,4
Brand#11,STANDARD POLISHED NICKEL,36,4
Brand#11,STANDARD POLISHED NICKEL,45,4
Brand#11,STANDARD POLISHED STEEL,14,4
Brand#11,STANDARD POLISHED STEEL,23,4
Brand#11,STANDARD POLISHED STEEL,36,4
Brand#11,STANDARD POLISHED STEEL,45,4
Brand#11,STANDARD POLISHED TIN,3,4
Brand#11,STANDARD POLISHED TIN,19,4
Brand#11,STANDARD POLISHED TIN,36,4
Brand#11,STANDARD POLISHED TIN,45,4
Brand#12,ECONOMY ANODIZED BRASS,9,4
Brand#12,ECONOMY ANODIZED BRASS,19,4
Brand#12,ECONOMY ANODIZED BRASS,23,4
Brand#12,ECONOMY ANODIZED COPPER,9,4
Brand#12,ECONOMY ANODIZED COPPER,19,4
Brand#12,ECONOMY ANODIZED COPPER,23,4
Brand#12,ECONOMY ANODIZED COPPER,36,4
Brand#12,ECONOMY ANODIZED COPPER,45,4
Brand#12,ECONOMY ANODIZED COPPER,49,4
Brand#12,ECONOMY ANODIZED NICKEL,3,4
Brand#12,ECONOMY ANODIZED NICKEL,9,4
Brand#12,ECONOMY ANODIZED NICKEL,23,4
Brand#12,ECONOMY ANODIZED NICKEL,49,4
Brand#12,ECONOMY ANODIZED STEEL,9,4
Brand#12,ECONOMY ANODIZED STEEL,49,4
Brand#12,ECONOMY ANODIZED TIN,9,4
Brand#12,ECONOMY ANODIZED TIN,36,4
Brand#12,ECONOMY ANODIZED TIN,49,4
Brand#12,ECONOMY BRUSHED BRASS,9,4
Brand#12,ECONOMY BRUSHED BRASS,14,4
Brand#12,ECONOMY BRUSHED BRASS,45,4
Brand#12,ECONOMY BRUSHED COPPER,45,4
Brand#12,ECONOMY BRUSHED NICKEL,9,4
Brand#12,ECONOMY BRUSHED NICKEL,14,4
Brand#12,ECONOMY BRUSHED NICKEL,19,4
Brand#12,ECONOMY BRUSHED NICKEL,36,4
Brand#12,ECONOMY BRUSHED NICKEL,45,4
Brand#12,ECONOMY BRUSHED NICKEL,49,4
Brand#12,ECONOMY BRUSHED STEEL,14,4
Brand#12,ECONOMY BRUSHED STEEL,19,4
Brand#12,ECONOMY BRUSHED TIN,45,4
Brand#12,ECONOMY BURNISHED BRASS,3,4
Brand#12,ECONOMY BURNISHED BRASS,14,4
Brand#12,ECONOMY BURNISHED BRASS,36,4
Brand#12,ECONOMY BURNISHED BRASS,45,4
Brand#12,ECONOMY BURNISHED COPPER,9,4
Brand#12,ECONOMY BURNISHED COPPER,23,4
Brand#12,ECONOMY BURNISHED COPPER,36,4
Brand#12,ECONOMY BURNISHED COPPER,45,4
Brand#12,ECONOMY BURNISHED NICKEL,9,4
Brand#12,ECONOMY BURNISHED NICKEL,49,4
Brand#12,ECONOMY BURNISHED STEEL,14,4
Brand#12,ECONOMY BURNISHED STEEL,19,4
Brand#12,ECONOMY BURNISHED STEEL,23,4
Brand#12,ECONOMY BURNISHED STEEL,45,4
Brand#12,ECONOMY BURNISHED TIN,49,4
Brand#12,ECONOMY PLATED BRASS,9,4
