p_brand,p_type,p_size,supplier_count
Brand#25,STANDARD POLISHED COPPER,9,4
Brand#25,STANDARD POLISHED COPPER,19,4
Brand#25,STANDARD POLISHED COPPER,45,4
Brand#25,STANDARD POLISHED COPPER,49,4
Brand#25,STANDARD POLISHED NICKEL,14,4
Brand#25,STANDARD POLISHED NICKEL,23,4
Brand#25,STANDARD POLISHED NICKEL,49,4
Brand#25,STANDARD POLISHED STEEL,49,4
Brand#25,STANDARD POLISHED TIN,9,4
Brand#25,STANDARD POLISHED TIN,23,4
Brand#31,ECONOMY ANODIZED BRASS,3,4
Brand#31,ECONOMY ANODIZED BRASS,9,4
Brand#31,ECONOMY ANODIZED BRASS,23,4
Brand#31,ECONOMY ANODIZED COPPER,3,4
Brand#31,ECONOMY ANODIZED COPPER,9,4
Brand#31,ECONOMY ANODIZED COPPER,14,4
Brand#31,ECONOMY ANODIZED COPPER,36,4
Brand#31,ECONOMY ANODIZED COPPER,45,4
Brand#31,ECONOMY ANODIZED NICKEL,19,4
Brand#31,ECONOMY ANODIZED NICKEL,23,4
Brand#31,ECONOMY ANODIZED NICKEL,36,4
Brand#31,ECONOMY ANODIZED STEEL,9,4
Brand#31,ECONOMY ANODIZED STEEL,19,4
Brand#31,ECONOMY ANODIZED STEEL,23,4
Brand#31,ECONOMY ANODIZED STEEL,49,4
Brand#31,ECONOMY ANODIZED TIN,14,4
Brand#31,ECONOMY ANODIZED TIN,45,4
Brand#31,ECONOMY BRUSHED BRASS,14,4
Brand#31,ECONOMY BRUSHED BRASS,23,4
Brand#31,ECONOMY BRUSHED BRASS,45,4
Brand#31,ECONOMY BRUSHED BRASS,49,4
Brand#31,ECONOMY BRUSHED COPPER,19,4
Brand#31,ECONOMY BRUSHED COPPER,23,4
Brand#31,ECONOMY BRUSHED COPPER,45,4
Brand#31,ECONOMY BRUSHED COPPER,49,4
Brand#31,ECONOMY BRUSHED NICKEL,23,4
Brand#31,ECONOMY BRUSHED NICKEL,36,4
Brand#31,ECONOMY BRUSHED NICKEL,45,4
Brand#31,ECONOMY BRUSHED NICKEL,49,4
Brand#31,ECONOMY BRUSHED STEEL,45,4
Brand#31,ECONOMY BRUSHED TIN,3,4
Brand#31,ECONOMY BRUSHED TIN,9,4
Brand#31,ECONOMY BRUSHED TIN,45,4
Brand#31,ECONOMY BURNISHED BRASS,9,4
Brand#31,ECONOMY BURNISHED BRASS,19,4
Brand#31,ECONOMY BURNISHED BRASS,36,4
Brand#31,ECONOMY BURNISHED BRASS,49,4
Brand#31,ECONOMY BURNISHED COPPER,3,4
Brand#31,ECONOMY BURNISHED COPPER,23,4
Brand#31,ECONOMY BURNISHED COPPER,36,4
Brand#31,ECONOMY BURNISHED NICKEL,3,4
Brand#31,ECONOMY BURNISHED NICKEL,9,4
Brand#31,ECONOMY BURNISHED NICKEL,14,4
Brand#31,ECONOMY BURNISHED NICKEL,23,4
Brand#31,ECONOMY BURNISHED NICKEL,49,4
Brand#31,ECONOMY BURNISHED STEEL,9,4
Brand#31,ECONOMY BURNISHED STEEL,23,4
Brand#31,ECONOMY BURNISHED STEEL,36,4
Brand#31,ECONOMY BURNISHED STEEL,45,4
Brand#31,ECONOMY BURNISHED TIN,36,4
Brand#31,ECONOMY PLATED BRASS,3,4
Brand#31,ECONOMY PLATED BRASS,9,4
Brand#31,ECONOMY PLATED BRASS,14,4
Brand#31,ECONOMY PLATED BRASS,19,4
Brand#31,ECONOMY PLATED BRASS,49,4
Brand#31,ECONOMY PLATED COPPER,9,4
Brand#31,ECONOMY PLATED COPPER,14,4
Brand#31,ECONOMY PLATED COPPER,23,4
Brand#31,ECONOMY PLATED COPPER,36,4
Brand#31,ECONOMY PLATED COPPER,45,4
Brand#31,ECONOMY PLATED NICKEL,3,4
Brand#31,ECONOMY PLATED NICKEL,14,4
Brand#31,ECONOMY PLATED NICKEL,19,4
Brand#31,ECONOMY PLATED NICKEL,23,4
Brand#31,ECONOMY PLATED NICKEL,45,4
Brand#31,ECONOMY PLATED NICKEL,49,4
Brand#31,ECONOMY PLATED STEEL,9,4
Brand#31,ECONOMY PLATED STEEL,14,4
Brand#31,ECONOMY PLATED STEEL,19,4
Brand#31,ECONOMY PLATED STEEL,36,4
Brand#31,ECONOMY PLATED TIN,9,4
Brand#31,ECONOMY PLATED TIN,14,4
Brand#31,ECONOMY PLATED TIN,49,4
Brand#31,ECONOMY POLISHED BRASS,19,4
Brand#31,ECONOMY POLISHED BRASS,49,4
Brand#31,ECONOMY POLISHED COPPER,9,4
Brand#31,ECONOMY POLISHED COPPER,23,4
