p_brand,p_type,p_size,supplier_count
Brand#14,MEDIUM BRUSHED COPPER,19,4
Brand#14,MEDIUM BRUSHED COPPER,49,4
Brand#14,MEDIUM BRUSHED NICKEL,3,4
Brand#14,MEDIUM BRUSHED NICKEL,19,4
Brand#14,MEDIUM BRUSHED NICKEL,23,4
Brand#14,MEDIUM BRUSHED STEEL,3,4
Brand#14,MEDIUM BRUSHED STEEL,14,4
Brand#14,MEDIUM BRUSHED STEEL,45,4
Brand#14,MEDIUM BRUSHED TIN,36,4
Brand#14,MEDIUM BRUSHED TIN,49,4
Brand#14,MEDIUM BURNISHED BRASS,9,4
Brand#14,MEDIUM BURNISHED BRASS,14,4
Brand#14,MEDIUM BURNISHED BRASS,45,4
Brand#14,MEDIUM BURNISHED COPPER,19,4
Brand#14,MEDIUM BURNISHED COPPER,23,4
Brand#14,MEDIUM BURNISHED COPPER,36,4
Brand#14,MEDIUM BURNISHED COPPER,49,4
Brand#14,MEDIUM BURNISHED NICKEL,45,4
Brand#14,MEDIUM BURNISHED STEEL,9,4
Brand#14,MEDIUM BURNISHED TIN,9,4
Brand#14,MEDIUM BURNISHED TIN,23,4
Brand#14,MEDIUM PLATED BRASS,14,4
Brand#14,MEDIUM PLATED COPPER,49,4
Brand#14,MEDIUM PLATED NICKEL,3,4
Brand#14,MEDIUM PLATED NICKEL,14,4
Brand#14,MEDIUM PLATED NICKEL,19,4
Brand#14,MEDIUM PLATED NICKEL,36,4
Brand#14,MEDIUM PLATED NICKEL,45,4
Brand#14,MEDIUM PLATED STEEL,3,4
Brand#14,MEDIUM PLATED STEEL,14,4
Brand#14,MEDIUM PLATED STEEL,23,4
Brand#14,PROMO ANODIZED BRASS,3,4
Brand#14,PROMO ANODIZED BRASS,9,4
Brand#14,PROMO ANODIZED BRASS,14,4
Brand#14,PROMO ANODIZED BRASS,49,4
Brand#14,PROMO ANODIZED COPPER,23,4
Brand#14,PROMO ANODIZED COPPER,49,4
Brand#14,PROMO ANODIZED NICKEL,3,4
Brand#14,PROMO ANODIZED NICKEL,23,4
Brand#14,PROMO ANODIZED STEEL,9,4
Brand#14,PROMO ANODIZED STEEL,49,4
Brand#14,PROMO ANODIZED TIN,3,4
Brand#14,PROMO ANODIZED TIN,23,4
Brand#14,PROMO ANODIZED TIN,36,4
Brand#14,PROMO ANODIZED TIN,45,4
Brand#14,PROMO ANODIZED TIN,49,4
Brand#14,PROMO BRUSHED BRASS,3,4
Brand#14,PROMO BRUSHED BRASS,9,4
Brand#14,PROMO BRUSHED COPPER,3,4
Brand#14,PROMO BRUSHED COPPER,19,4
Brand#14,PROMO BRUSHED NICKEL,3,4
Brand#14,PROMO BRUSHED NICKEL,9,4
Brand#14,PROMO BRUSHED NICKEL,14,4
Brand#14,PROMO BRUSHED STEEL,14,4
Brand#14,PROMO BRUSHED STEEL,19,4
Brand#14,PROMO BRUSHED STEEL,23,4
Brand#14,PROMO BRUSHED STEEL,45,4
Brand#14,PROMO BRUSHED TIN,14,4
Brand#14,PROMO BRUSHED TIN,19,4
Brand#14,PROMO BRUSHED TIN,23,4
Brand#14,PROMO BRUSHED TIN,45,4
Brand#14,PROMO BRUSHED TIN,49,4
Brand#14,PROMO BURNISHED BRASS,3,4
Brand#14,PROMO BURNISHED BRASS,14,4
Brand#14,PROMO BURNISHED COPPER,3,4
Brand#14,PROMO BURNISHED COPPER,9,4
Brand#14,PROMO BURNISHED COPPER,14,4
Brand#14,PROMO BURNISHED COPPER,19,4
Brand#14,PROMO BURNISHED COPPER,36,4
Brand#14,PROMO BURNISHED NICKEL,23,4
Brand#14,PROMO BURNISHED NICKEL,45,4
Brand#14,PROMO BURNISHED NICKEL,49,4
Brand#14,PROMO BURNISHED STEEL,3,4
Brand#14,PROMO BURNISHED STEEL,19,4
Brand#14,PROMO BURNISHED STEEL,49,4
Brand#14,PROMO BURNISHED TIN,3,4
Brand#14,PROMO BURNISHED TIN,9,4
Brand#14,PROMO BURNISHED TIN,23,4
Brand#14,PROMO PLATED BRASS,3,4
Brand#14,PROMO PLATED BRASS,23,4
Brand#14,PROMO PLATED BRASS,49,4
Brand#14,PROMO PLATED COPPER,3,4
Brand#14,PROMO PLATED COPPER,9,4
Brand#14,PROMO PLATED COPPER,36,4
Brand#14,PROMO PLATED COPPER,49,4
Brand#14,PROMO PLATED NICKEL,14,4
Brand#14,PROMO PLATED NICKEL,19,4
Brand#14,PROMO PLATED STEEL,36,4
Brand#14,PROMO PLATED STEEL,45,4
Brand#14,PROMO PLATED TIN,23,4
Brand#14,PROMO POLISHED BRASS,3,4
Brand#14,PROMO POLISHED BRASS,45,4
Brand#14,PROMO POLISHED COPPER,9,4
Brand#14,PROMO POLISHED COPPER,23,4
Brand#14,PROMO POLISHED COPPER,36,4
