p_brand,p_type,p_size,supplier_count
Brand#32,MEDIUM PLATED STEEL,9,8
Brand#32,PROMO ANODIZED BRASS,3,8
Brand#32,PROMO ANODIZED BRASS,9,8
Brand#32,PROMO ANODIZED COPPER,19,8
Brand#32,PROMO ANODIZED NICKEL,9,8
Brand#32,PROMO ANODIZED NICKEL,14,8
Brand#32,PROMO ANODIZED NICKEL,19,8
Brand#32,PROMO ANODIZED STEEL,3,8
Brand#32,PROMO ANODIZED STEEL,23,8
Brand#32,PROMO BRUSHED BRASS,36,8
Brand#32,PROMO BRUSHED COPPER,23,8
Brand#32,PROMO BRUSHED NICKEL,23,8
Brand#32,PROMO BRUSHED NICKEL,36,8
Brand#32,PROMO BRUSHED STEEL,3,8
Brand#32,PROMO BRUSHED TIN,23,8
Brand#32,PROMO BURNISHED BRASS,14,8
Brand#32,PROMO BURNISHED BRASS,45,8
Brand#32,PROMO BURNISHED COPPER,3,8
Brand#32,PROMO BURNISHED COPPER,19,8
Brand#32,PROMO BURNISHED COPPER,49,8
Brand#32,PROMO BURNISHED NICKEL,3,8
Brand#32,PROMO BURNISHED NICKEL,19,8
Brand#32,PROMO BURNISHED NICKEL,49,8
Brand#32,PROMO BURNISHED TIN,3,8
Brand#32,PROMO BURNISHED TIN,14,8
Brand#32,PROMO BURNISHED TIN,45,8
Brand#32,PROMO PLATED BRASS,9,8
Brand#32,PROMO PLATED COPPER,19,8
Brand#32,PROMO PLATED NICKEL,49,8
Brand#32,PROMO PLATED STEEL,14,8
Brand#32,PROMO PLATED TIN,19,8
Brand#32,PROMO POLISHED BRASS,3,8
Brand#32,PROMO POLISHED BRASS,23,8
Brand#32,PROMO POLISHED BRASS,49,8
Brand#32,PROMO POLISHED NICKEL,3,8
Brand#32,PROMO POLISHED NICKEL,36,8
Brand#32,PROMO POLISHED STEEL,3,8
Brand#32,PROMO POLISHED TIN,3,8
Brand#32,PROMO POLISHED TIN,9,8
Brand#32,PROMO POLISHED TIN,14,8
Brand#32,PROMO POLISHED TIN,36,8
Brand#32,SMALL ANODIZED BRASS,3,8
Brand#32,SMALL ANODIZED BRASS,49,8
Brand#32,SMALL ANODIZED COPPER,23,8
Brand#32,SMALL ANODIZED STEEL,3,8
Brand#32,SMALL ANODIZED STEEL,23,8
Brand#32,SMALL ANODIZED TIN,49,8
Brand#32,SMALL BRUSHED BRASS,36,8
Brand#32,SMALL BRUSHED COPPER,14,8
Brand#32,SMALL BRUSHED COPPER,23,8
Brand#32,SMALL BRUSHED NICKEL,3,8
Brand#32,SMALL BRUSHED NICKEL,36,8
Brand#32,SMALL BRUSHED STEEL,9,8
Brand#32,SMALL BURNISHED BRASS,9,8
Brand#32,SMALL BURNISHED BRASS,36,8
Brand#32,SMALL BURNISHED BRASS,49,8
Brand#32,SMALL BURNISHED COPPER,45,8
Brand#32,SMALL BURNISHED NICKEL,9,8
Brand#32,SMALL BURNISHED STEEL,3,8
Brand#32,SMALL BURNISHED STEEL,9,8
Brand#32,SMALL BURNISHED STEEL,14,8
Brand#32,SMALL BURNISHED STEEL,23,8
Brand#32,SMALL BURNISHED TIN,19,8
Brand#32,SMALL BURNISHED TIN,45,8
Brand#32,SMALL PLATED COPPER,23,8
Brand#32,SMALL PLATED COPPER,36,8
Brand#32,SMALL PLATED NICKEL,9,8
Brand#32,SMALL PLATED STEEL,3,8
Brand#32,SMALL PLATED STEEL,19,8
Brand#32,SMALL PLATED TIN,23,8
Brand#32,SMALL PLATED TIN,36,8
Brand#32,SMALL PLATED TIN,45,8
Brand#32,SMALL POLISHED BRASS,3,8
Brand#32,SMALL POLISHED BRASS,45,8
Brand#32,SMALL POLISHED COPPER,9,8
Brand#32,SMALL POLISHED COPPER,14,8
Brand#32,SMALL POLISHED NICKEL,49,8
Brand#32,SMALL POLISHED STEEL,3,8
Brand#32,SMALL POLISHED STEEL,14,8
Brand#32,SMALL POLISHED STEEL,45,8
Brand#32,SMALL POLISHED TIN,19,8
Brand#32,SMALL POLISHED TIN,45,8
Brand#32,STANDARD ANODIZED BRASS,19,8
Brand#32,STANDARD ANODIZED NICKEL,19,8
Brand#32,STANDARD ANODIZED STEEL,9,8
Brand#32,STANDARD ANODIZED STEEL,45,8
Brand#32,STANDARD ANODIZED STEEL,49,8
Brand#32,STANDARD ANODIZED TIN,36,8
Brand#32,STANDARD BRUSHED COPPER,36,8
