p_brand,p_type,p_size,supplier_count
Brand#33,LARGE PLATED COPPER,45,4
Brand#33,LARGE PLATED COPPER,49,4
Brand#33,LARGE PLATED NICKEL,14,4
Brand#33,LARGE PLATED NICKEL,45,4
Brand#33,LARGE PLATED STEEL,9,4
Brand#33,LARGE PLATED STEEL,19,4
Brand#33,LARGE PLATED STEEL,23,4
Brand#33,LARGE PLATED STEEL,36,4
Brand#33,LARGE PLATED STEEL,45,4
Brand#33,LARGE PLATED STEEL,49,4
Brand#33,LARGE PLATED TIN,9,4
Brand#33,LARGE PLATED TIN,14,4
Brand#33,LARGE PLATED TIN,23,4
Brand#33,LARGE PLATED TIN,45,4
Brand#33,LARGE PLATED TIN,49,4
Brand#33,LARGE POLISHED BRASS,19,4
Brand#33,LARGE POLISHED BRASS,45,4
Brand#33,LARGE POLISHED BRASS,49,4
Brand#33,LARGE POLISHED COPPER,14,4
Brand#33,LARGE POLISHED COPPER,19,4
Brand#33,LARGE POLISHED COPPER,23,4
Brand#33,LARGE POLISHED COPPER,49,4
Brand#33,LARGE POLISHED NICKEL,23,4
Brand#33,LARGE POLISHED NICKEL,36,4
Brand#33,LARGE POLISHED STEEL,9,4
Brand#33,LARGE POLISHED STEEL,14,4
Brand#33,LARGE POLISHED STEEL,19,4
Brand#33,LARGE POLISHED STEEL,23,4
Brand#33,LARGE POLISHED STEEL,49,4
Brand#33,LARGE POLISHED TIN,45,4
Brand#33,MEDIUM ANODIZED BRASS,9,4
Brand#33,MEDIUM ANODIZED BRASS,36,4
Brand#33,MEDIUM ANODIZED BRASS,45,4
Brand#33,MEDIUM ANODIZED BRASS,49,4
Brand#33,MEDIUM ANODIZED COPPER,14,4
Brand#33,MEDIUM ANODIZED COPPER,36,4
Brand#33,MEDIUM ANODIZED COPPER,49,4
Brand#33,MEDIUM ANODIZED NICKEL,9,4
Brand#33,MEDIUM ANODIZED NICKEL,14,4
Brand#33,MEDIUM ANODIZED NICKEL,23,4
Brand#33,MEDIUM ANODIZED STEEL,19,4
Brand#33,MEDIUM ANODIZED STEEL,23,4
Brand#33,MEDIUM ANODIZED STEEL,36,4
Brand#33,MEDIUM ANODIZED STEEL,49,4
Brand#33,MEDIUM ANODIZED TIN,3,4
Brand#33,MEDIUM ANODIZED TIN,19,4
Brand#33,MEDIUM BRUSHED BRASS,3,4
Brand#33,MEDIUM BRUSHED BRASS,14,4
Brand#33,MEDIUM BRUSHED BRASS,36,4
Brand#33,MEDIUM BRUSHED COPPER,23,4
Brand#33,MEDIUM BRUSHED NICKEL,19,4
Brand#33,MEDIUM BRUSHED NICKEL,36,4
Brand#33,MEDIUM BRUSHED NICKEL,49,4
Brand#33,MEDIUM BRUSHED STEEL,3,4
Brand#33,MEDIUM BRUSHED STEEL,9,4
Brand#33,MEDIUM BRUSHED STEEL,19,4
Brand#33,MEDIUM BRUSHED STEEL,49,4
Brand#33,MEDIUM BRUSHED TIN,3,4
Brand#33,MEDIUM BRUSHED TIN,14,4
Brand#33,MEDIUM BURNISHED BRASS,14,4
Brand#33,MEDIUM BURNISHED BRASS,19,4
Brand#33,MEDIUM BURNISHED BRASS,45,4
Brand#33,MEDIUM BURNISHED COPPER,19,4
Brand#33,MEDIUM BURNISHED COPPER,36,4
Brand#33,MEDIUM BURNISHED NICKEL,14,4
Brand#33,MEDIUM BURNISHED NICKEL,23,4
Brand#33,MEDIUM BURNISHED NICKEL,36,4
Brand#33,MEDIUM BURNISHED STEEL,23,4
Brand#33,MEDIUM BURNISHED STEEL,36,4
Brand#33,MEDIUM BURNISHED STEEL,45,4
Brand#33,MEDIUM BURNISHED TIN,19,4
Brand#33,MEDIUM PLATED BRASS,9,4
Brand#33,MEDIUM PLATED BRASS,36,4
Brand#33,MEDIUM PLATED BRASS,45,4
Brand#33,MEDIUM PLATED BRASS,49,4
Brand#33,MEDIUM PLATED COPPER,45,4
Brand#33,MEDIUM PLATED COPPER,49,4
Brand#33,MEDIUM PLATED NICKEL,14,4
Brand#33,MEDIUM PLATED STEEL,9,4
Brand#33,MEDIUM PLATED STEEL,23,4
Brand#33,MEDIUM PLATED STEEL,36,4
Brand#33,MEDIUM PLATED STEEL,49,4
Brand#33,MEDIUM PLATED TIN,3,4
Brand#33,PROMO ANODIZED BRASS,36,4
Brand#33,PROMO ANODIZED COPPER,3,4
Brand#33,PROMO ANODIZED COPPER,9,4
Brand#33,PROMO ANODIZED NICKEL,3,4
Brand#33,PROMO ANODIZED NICKEL,19,4
Brand#33,PROMO ANODIZED NICKEL,49,4
Brand#33,PROMO ANODIZED STEEL,3,4
Brand#33,PROMO ANODIZED STEEL,49,4
Brand#33,PROMO BRUSHED BRASS,9,4
Brand#33,PROMO BRUSHED BRASS,14,4
Brand#33,PROMO BRUSHED BRASS,36,4
Brand#33,PROMO BRUSHED BRASS,45,4
Brand#33,PROMO BRUSHED BRASS,49,4
