p_brand,p_type,p_size,supplier_count
Brand#32,STANDARD BRUSHED NICKEL,14,8
Brand#32,STANDARD BRUSHED NICKEL,19,8
Brand#32,STANDARD BRUSHED STEEL,3,8
Brand#32,STANDARD BRUSHED TIN,45,8
Brand#32,STANDARD BURNISHED BRASS,14,8
Brand#32,STANDARD BURNISHED NICKEL,14,8
Brand#32,STANDARD BURNISHED NICKEL,23,8
Brand#32,STANDARD BURNISHED NICKEL,49,8
Brand#32,STANDARD BURNISHED STEEL,14,8
Brand#32,STANDARD BURNISHED STEEL,45,8
Brand#32,STANDARD BURNISHED STEEL,49,8
Brand#32,STANDARD BURNISHED TIN,14,8
Brand#32,STANDARD BURNISHED TIN,23,8
Brand#32,STANDARD PLATED BRASS,3,8
Brand#32,STANDARD PLATED BRASS,9,8
Brand#32,STANDARD PLATED COPPER,9,8
Brand#32,STANDARD PLATED COPPER,14,8
Brand#32,STANDARD PLATED NICKEL,19,8
Brand#32,STANDARD PLATED TIN,9,8
Brand#32,STANDARD POLISHED COPPER,3,8
Brand#32,STANDARD POLISHED COPPER,23,8
Brand#32,STANDARD POLISHED NICKEL,9,8
Brand#32,STANDARD POLISHED NICKEL,14,8
Brand#32,STANDARD POLISHED NICKEL,49,8
Brand#32,STANDARD POLISHED STEEL,23,8
Brand#33,ECONOMY ANODIZED BRASS,3,8
Brand#33,ECONOMY ANODIZED BRASS,19,8
Brand#33,ECONOMY ANODIZED COPPER,3,8
Brand#33,ECONOMY ANODIZED COPPER,9,8
Brand#33,ECONOMY ANODIZED COPPER,23,8
Brand#33,ECONOMY ANODIZED NICKEL,3,8
Brand#33,ECONOMY ANODIZED NICKEL,23,8
Brand#33,ECONOMY ANODIZED STEEL,19,8
Brand#33,ECONOMY BRUSHED BRASS,14,8
Brand#33,ECONOMY BRUSHED BRASS,45,8
Brand#33,ECONOMY BRUSHED COPPER,9,8
Brand#33,ECONOMY BRUSHED COPPER,23,8
Brand#33,ECONOMY BRUSHED COPPER,45,8
Brand#33,ECONOMY BRUSHED NICKEL,14,8
Brand#33,ECONOMY BRUSHED NICKEL,45,8
Brand#33,ECONOMY BRUSHED STEEL,19,8
Brand#33,ECONOMY BRUSHED TIN,3,8
Brand#33,ECONOMY BURNISHED BRASS,3,8
Brand#33,ECONOMY BURNISHED BRASS,45,8
Brand#33,ECONOMY BURNISHED BRASS,49,8
Brand#33,ECONOMY BURNISHED COPPER,3,8
Brand#33,ECONOMY BURNISHED COPPER,14,8
Brand#33,ECONOMY BURNISHED COPPER,19,8
Brand#33,ECONOMY BURNISHED STEEL,9,8
Brand#33,ECONOMY BURNISHED STEEL,36,8
Brand#33,ECONOMY BURNISHED TIN,9,8
Brand#33,ECONOMY PLATED BRASS,3,8
Brand#33,ECONOMY PLATED BRASS,9,8
Brand#33,ECONOMY PLATED BRASS,19,8
Brand#33,ECONOMY PLATED COPPER,9,8
Brand#33,ECONOMY PLATED COPPER,14,8
Brand#33,ECONOMY PLATED COPPER,23,8
Brand#33,ECONOMY PLATED COPPER,49,8
Brand#33,ECONOMY PLATED NICKEL,3,8
Brand#33,ECONOMY PLATED NICKEL,36,8
Brand#33,ECONOMY PLATED STEEL,9,8
Brand#33,ECONOMY PLATED STEEL,19,8
Brand#33,ECONOMY PLATED STEEL,23,8
Brand#33,ECONOMY POLISHED BRASS,19,8
Brand#33,ECONOMY POLISHED NICKEL,14,8
Brand#33,ECONOMY POLISHED STEEL,9,8
Brand#33,LARGE ANODIZED BRASS,9,8
Brand#33,LARGE ANODIZED BRASS,49,8
Brand#33,LARGE ANODIZED COPPER,3,8
Brand#33,LARGE ANODIZED COPPER,19,8
Brand#33,LARGE ANODIZED NICKEL,19,8
Brand#33,LARGE ANODIZED NICKEL,45,8
Brand#33,LARGE ANODIZED NICKEL,49,8
Brand#33,LARGE BRUSHED BRASS,3,8
Brand#33,LARGE BRUSHED BRASS,14,8
Brand#33,LARGE BRUSHED BRASS,19,8
Brand#33,LARGE BRUSHED BRASS,49,8
Brand#33,LARGE BRUSHED COPPER,19,8
Brand#33,LARGE BRUSHED COPPER,49,8
Brand#33,LARGE BRUSHED NICKEL,9,8
Brand#33,LARGE BRUSHED NICKEL,14,8
Brand#33,LARGE BRUSHED NICKEL,49,8
Brand#33,LARGE BRUSHED STEEL,36,8
Brand#33,LARGE BRUSHED TIN,3,8
