p_brand,p_type,p_size,supplier_count
Brand#55,ECONOMY POLISHED NICKEL,45,8
Brand#55,ECONOMY POLISHED TIN,9,8
Brand#55,LARGE ANODIZED BRASS,36,8
Brand#55,LARGE ANODIZED COPPER,9,8
Brand#55,LARGE ANODIZED COPPER,36,8
Brand#55,LARGE ANODIZED COPPER,45,8
Brand#55,LARGE ANODIZED NICKEL,36,8
Brand#55,LARGE ANODIZED STEEL,9,8
Brand#55,LARGE ANODIZED TIN,14,8
Brand#55,LARGE BRUSHED COPPER,9,8
Brand#55,LARGE BRUSHED COPPER,19,8
Brand#55,LARGE BRUSHED NICKEL,14,8
Brand#55,LARGE BRUSHED TIN,9,8
Brand#55,LARGE BURNISHED BRASS,3,8
Brand#55,LARGE BURNISHED BRASS,49,8
Brand#55,LARGE BURNISHED COPPER,36,8
Brand#55,LARGE BURNISHED COPPER,49,8
Brand#55,LARGE BURNISHED NICKEL,19,8
Brand#55,LARGE BURNISHED NICKEL,45,8
Brand#55,LARGE BURNISHED STEEL,3,8
Brand#55,LARGE BURNISHED STEEL,23,8
Brand#55,LARGE PLATED COPPER,14,8
Brand#55,LARGE PLATED NICKEL,9,8
Brand#55,LARGE PLATED STEEL,19,8
Brand#55,LARGE PLATED STEEL,36,8
Brand#55,LARGE PLATED STEEL,49,8
Brand#55,LARGE PLATED TIN,9,8
Brand#55,LARGE PLATED TIN,14,8
Brand#55,LARGE PLATED TIN,36,8
Brand#55,LARGE PLATED TIN,45,8
Brand#55,LARGE POLISHED BRASS,3,8
Brand#55,LARGE POLISHED COPPER,9,8
Brand#55,LARGE POLISHED COPPER,36,8
Brand#55,LARGE POLISHED TIN,9,8
Brand#55,LARGE POLISHED TIN,45,8
Brand#55,MEDIUM ANODIZED BRASS,23,8
Brand#55,MEDIUM ANODIZED COPPER,14,8
Brand#55,MEDIUM ANODIZED COPPER,49,8
Brand#55,MEDIUM ANODIZED NICKEL,14,8
Brand#55,MEDIUM ANODIZED NICKEL,19,8
Brand#55,MEDIUM ANODIZED NICKEL,45,8
Brand#55,MEDIUM ANODIZED STEEL,3,8
Brand#55,MEDIUM ANODIZED STEEL,14,8
Brand#55,MEDIUM ANODIZED TIN,45,8
Brand#55,MEDIUM BRUSHED COPPER,23,8
Brand#55,MEDIUM BRUSHED NICKEL,9,8
Brand#55,MEDIUM BRUSHED NICKEL,36,8
Brand#55,MEDIUM BRUSHED STEEL,14,8
Brand#55,MEDIUM BRUSHED STEEL,36,8
Brand#55,MEDIUM BRUSHED STEEL,49,8
Brand#55,MEDIUM BRUSHED TIN,45,8
Brand#55,MEDIUM BURNISHED COPPER,23,8
Brand#55,MEDIUM BURNISHED NICKEL,23,8
Brand#55,MEDIUM BURNISHED STEEL,14,8
Brand#55,MEDIUM BURNISHED STEEL,36,8
Brand#55,MEDIUM BURNISHED STEEL,49,8
Brand#55,MEDIUM BURNISHED TIN,45,8
Brand#55,MEDIUM PLATED BRASS,23,8
Brand#55,MEDIUM PLATED COPPER,9,8
Brand#55,MEDIUM PLATED COPPER,45,8
Brand#55,MEDIUM PLATED NICKEL,49,8
Brand#55,MEDIUM PLATED TIN,3,8
Brand#55,MEDIUM PLATED TIN,14,8
Brand#55,MEDIUM PLATED TIN,36,8
Brand#55,PROMO ANODIZED BRASS,45,8
Brand#55,PROMO ANODIZED BRASS,49,8
Brand#55,PROMO ANODIZED COPPER,3,8
Brand#55,PROMO ANODIZED COPPER,45,8
Brand#55,PROMO ANODIZED COPPER,49,8
Brand#55,PROMO ANODIZED NICKEL,3,8
Brand#55,PROMO ANODIZED NICKEL,14,8
Brand#55,PROMO ANODIZED NICKEL,36,8
Brand#55,PROMO ANODIZED STEEL,3,8
Brand#55,PROMO ANODIZED STEEL,36,8
Brand#55,PROMO ANODIZED STEEL,49,8
Brand#55,PROMO ANODIZED TIN,36,8
Brand#55,PROMO ANODIZED TIN,49,8
Brand#55,PROMO BRUSHED BRASS,9,8
Brand#55,PROMO BRUSHED COPPER,9,8
Brand#55,PROMO BRUSHED NICKEL,36,8
Brand#55,PROMO BRUSHED NICKEL,49,8
Brand#55,PROMO BRUSHED STEEL,3,8
Brand#55,PROMO BRUSHED STEEL,9,8
Brand#55,PROMO BRUSHED STEEL,36,8
Brand#55,PROMO BRUSHED STEEL,45,8
Brand#55,PROMO BRUSHED TIN,49,8
Brand#55,PROMO BURNISHED BRASS,49,8
Brand#55,PROMO BURNISHED COPPER,14,8
Brand#55,PROMO BURNISHED STEEL,9,8
Brand#55,PROMO BURNISHED TIN,45,8
Brand#55,PROMO BURNISHED TIN,49,8
