p_brand,p_type,p_size,supplier_count
Brand#53,SMALL ANODIZED BRASS,14,4
Brand#53,SMALL ANODIZED BRASS,36,4
Brand#53,SMALL ANODIZED COPPER,14,4
Brand#53,SMALL ANODIZED COPPER,45,4
Brand#53,SMALL ANODIZED COPPER,49,4
Brand#53,SMALL ANODIZED NICKEL,14,4
Brand#53,SMALL ANODIZED STEEL,14,4
Brand#53,SMALL ANODIZED STEEL,36,4
Brand#53,SMALL ANODIZED TIN,14,4
Brand#53,SMALL ANODIZED TIN,19,4
Brand#53,SMALL ANODIZED TIN,23,4
Brand#53,SMALL BRUSHED BRASS,3,4
Brand#53,SMALL BRUSHED BRASS,19,4
Brand#53,SMALL BRUSHED BRASS,23,4
Brand#53,SMALL BRUSHED BRASS,45,4
Brand#53,SMALL BRUSHED BRASS,49,4
Brand#53,SMALL BRUSHED COPPER,9,4
Brand#53,SMALL BRUSHED COPPER,19,4
Brand#53,SMALL BRUSHED COPPER,23,4
Brand#53,SMALL BRUSHED COPPER,45,4
Brand#53,SMALL BRUSHED NICKEL,9,4
Brand#53,SMALL BRUSHED NICKEL,14,4
Brand#53,SMALL BRUSHED NICKEL,19,4
Brand#53,SMALL BRUSHED NICKEL,23,4
Brand#53,SMALL BRUSHED NICKEL,36,4
Brand#53,SMALL BRUSHED STEEL,14,4
Brand#53,SMALL BRUSHED STEEL,19,4
Brand#53,SMALL BRUSHED TIN,9,4
Brand#53,SMALL BRUSHED TIN,36,4
Brand#53,SMALL BURNISHED BRASS,19,4
Brand#53,SMALL BURNISHED NICKEL,3,4
Brand#53,SMALL BURNISHED NICKEL,19,4
Brand#53,SMALL BURNISHED STEEL,3,4
Brand#53,SMALL BURNISHED STEEL,14,4
Brand#53,SMALL BURNISHED STEEL,23,4
Brand#53,SMALL BURNISHED STEEL,45,4
Brand#53,SMALL BURNISHED TIN,9,4
Brand#53,SMALL BURNISHED TIN,19,4
Brand#53,SMALL BURNISHED TIN,36,4
Brand#53,SMALL BURNISHED TIN,45,4
Brand#53,SMALL BURNISHED TIN,49,4
Brand#53,SMALL PLATED BRASS,14,4
Brand#53,SMALL PLATED BRASS,19,4
Brand#53,SMALL PLATED BRASS,23,4
Brand#53,SMALL PLATED COPPER,45,4
Brand#53,SMALL PLATED NICKEL,36,4
Brand#53,SMALL PLATED NICKEL,49,4
Brand#53,SMALL PLATED STEEL,9,4
Brand#53,SMALL PLATED STEEL,45,4
Brand#53,SMALL PLATED STEEL,49,4
Brand#53,SMALL PLATED TIN,3,4
Brand#53,SMALL PLATED TIN,23,4
Brand#53,SMALL PLATED TIN,49,4
Brand#53,SMALL POLISHED BRASS,23,4
Brand#53,SMALL POLISHED COPPER,3,4
Brand#53,SMALL POLISHED COPPER,14,4
Brand#53,SMALL POLISHED COPPER,36,4
Brand#53,SMALL POLISHED COPPER,45,4
Brand#53,SMALL POLISHED COPPER,49,4
Brand#53,SMALL POLISHED NICKEL,9,4
Brand#53,SMALL POLISHED STEEL,9,4
Brand#53,SMALL POLISHED STEEL,19,4
Brand#53,SMALL POLISHED TIN,9,4
Brand#53,SMALL POLISHED TIN,14,4
Brand#53,STANDARD ANODIZED BRASS,3,4
Brand#53,STANDARD ANODIZED BRASS,9,4
Brand#53,STANDARD ANODIZED BRASS,49,4
Brand#53,STANDARD ANODIZED COPPER,3,4
Brand#53,STANDARD ANODIZED COPPER,23,4
Brand#53,STANDARD ANODIZED COPPER,45,4
Brand#53,STANDARD ANODIZED COPPER,49,4
Brand#53,STANDARD ANODIZED NICKEL,23,4
Brand#53,STANDARD ANODIZED NICKEL,45,4
Brand#53,STANDARD ANODIZED NICKEL,49,4
Brand#53,STANDARD ANODIZED STEEL,3,4
Brand#53,STANDARD ANODIZED STEEL,14,4
Brand#53,STANDARD ANODIZED STEEL,36,4
Brand#53,STANDARD ANODIZED TIN,9,4
Brand#53,STANDARD ANODIZED TIN,36,4
Brand#53,STANDARD BRUSHED BRASS,23,4
Brand#53,STANDARD BRUSHED BRASS,45,4
Brand#53,STANDARD BRUSHED COPPER,14,4
Brand#53,STANDARD BRUSHED COPPER,19,4
Brand#53,STANDARD BRUSHED COPPER,23,4
Brand#53,STANDARD BRUSHED COPPER,36,4
Brand#53,STANDARD BRUSHED COPPER,45,4
Brand#53,STANDARD BRUSHED NICKEL,19,4
Brand#53,STANDARD BRUSHED NICKEL,23,4
Brand#53,STANDARD BRUSHED STEEL,3,4
Brand#53,STANDARD BRUSHED STEEL,9,4
