p_brand,p_type,p_size,supplier_count
Brand#14,SMALL BRUSHED COPPER,36,8
Brand#14,SMALL BRUSHED COPPER,49,8
Brand#14,SMALL BRUSHED TIN,9,8
Brand#14,SMALL BRUSHED TIN,14,8
Brand#14,SMALL BRUSHED TIN,36,8
Brand#14,SMALL BURNISHED BRASS,19,8
Brand#14,SMALL BURNISHED BRASS,45,8
Brand#14,SMALL BURNISHED COPPER,14,8
Brand#14,SMALL BURNISHED COPPER,36,8
Brand#14,SMALL BURNISHED NICKEL,36,8
Brand#14,SMALL BURNISHED NICKEL,45,8
Brand#14,SMALL BURNISHED STEEL,14,8
Brand#14,SMALL BURNISHED STEEL,45,8
Brand#14,SMALL BURNISHED TIN,19,8
Brand#14,SMALL BURNISHED TIN,23,8
Brand#14,SMALL PLATED BRASS,14,8
Brand#14,SMALL PLATED COPPER,23,8
Brand#14,SMALL PLATED NICKEL,19,8
Brand#14,SMALL PLATED STEEL,14,8
Brand#14,SMALL PLATED STEEL,36,8
Brand#14,SMALL PLATED TIN,9,8
Brand#14,SMALL PLATED TIN,49,8
Brand#14,SMALL POLISHED BRASS,19,8
Brand#14,SMALL POLISHED BRASS,36,8
Brand#14,SMALL POLISHED BRASS,45,8
Brand#14,SMALL POLISHED COPPER,3,8
Brand#14,SMALL POLISHED NICKEL,9,8
Brand#14,SMALL POLISHED NICKEL,19,8
Brand#14,SMALL POLISHED STEEL,49,8
Brand#14,SMALL POLISHED TIN,3,8
Brand#14,SMALL POLISHED TIN,36,8
Brand#14,STANDARD ANODIZED BRASS,3,8
Brand#14,STANDARD ANODIZED COPPER,3,8
Brand#14,STANDARD ANODIZED COPPER,23,8
Brand#14,STANDARD ANODIZED STEEL,9,8
Brand#14,STANDARD BRUSHED BRASS,19,8
Brand#14,STANDARD BRUSHED COPPER,3,8
Brand#14,STANDARD BRUSHED NICKEL,3,8
Brand#14,STANDARD BRUSHED STEEL,23,8
Brand#14,STANDARD BRUSHED TIN,9,8
Brand#14,STANDARD BRUSHED TIN,45,8
Brand#14,STANDARD BRUSHED TIN,49,8
Brand#14,STANDARD BURNISHED BRASS,9,8
Brand#14,STANDARD BURNISHED BRASS,49,8
Brand#14,STANDARD BURNISHED COPPER,14,8
Brand#14,STANDARD BURNISHED NICKEL,3,8
Brand#14,STANDARD BURNISHED NICKEL,19,8
Brand#14,STANDARD BURNISHED NICKEL,23,8
Brand#14,STANDARD BURNISHED STEEL,14,8
Brand#14,STANDARD BURNISHED STEEL,19,8
Brand#14,STANDARD BURNISHED STEEL,23,8
Brand#14,STANDARD BURNISHED TIN,3,8
Brand#14,STANDARD BURNISHED TIN,9,8
Brand#14,STANDARD PLATED BRASS,9,8
Brand#14,STANDARD PLATED BRASS,45,8
Brand#14,STANDARD PLATED COPPER,14,8
Brand#14,STANDARD PLATED NICKEL,14,8
Brand#14,STANDARD PLATED STEEL,23,8
Brand#14,STANDARD PLATED TIN,3,8
Brand#14,STANDARD POLISHED BRASS,19,8
Brand#14,STANDARD POLISHED COPPER,3,8
Brand#14,STANDARD POLISHED COPPER,49,8
Brand#14,STANDARD POLISHED NICKEL,3,8
Brand#14,STANDARD POLISHED NICKEL,9,8
Brand#14,STANDARD POLISHED NICKEL,19,8
Brand#15,ECONOMY ANODIZED BRASS,3,8
Brand#15,ECONOMY ANODIZED BRASS,9,8
Brand#15,ECONOMY ANODIZED STEEL,3,8
Brand#15,ECONOMY ANODIZED STEEL,14,8
Brand#15,ECONOMY ANODIZED STEEL,36,8
Brand#15,ECONOMY ANODIZED TIN,36,8
Brand#15,ECONOMY BRUSHED BRASS,19,8
Brand#15,ECONOMY BRUSHED NICKEL,3,8
Brand#15,ECONOMY BRUSHED NICKEL,36,8
Brand#15,ECONOMY BRUSHED NICKEL,45,8
Brand#15,ECONOMY BRUSHED STEEL,23,8
Brand#15,ECONOMY BRUSHED STEEL,45,8
Brand#15,ECONOMY BRUSHED TIN,36,8
Brand#15,ECONOMY BRUSHED TIN,49,8
Brand#15,ECONOMY BURNISHED BRASS,9,8
Brand#15,ECONOMY BURNISHED BRASS,14,8
Brand#15,ECONOMY BURNISHED COPPER,23,8
Brand#15,ECONOMY BURNISHED COPPER,45,8
Brand#15,ECONOMY BURNISHED NICKEL,49,8
Brand#15,ECONOMY PLATED BRASS,14,8
Brand#15,ECONOMY PLATED COPPER,36,8
Brand#15,ECONOMY PLATED COPPER,45,8
Brand#15,ECONOMY POLISHED COPPER,49,8
Brand#15,ECONOMY POLISHED NICKEL,9,8
Brand#15,ECONOMY POLISHED NICKEL,14,8
Brand#15,ECONOMY POLISHED STEEL,49,8
Brand#15,LARGE ANODIZED BRASS,9,8
Brand#15,LARGE ANODIZED BRASS,36,8
Brand#15,LARGE ANODIZED COPPER,23,8
Brand#15,LARGE ANODIZED COPPER,36,8
Brand#15,LARGE ANODIZED COPPER,45,8
Brand#15,LARGE ANODIZED NICKEL,23,8
Brand#15,LARGE ANODIZED NICKEL,49,8
Brand#15,LARGE ANODIZED TIN,14,8
Brand#15,LARGE BRUSHED BRASS,9,8
