p_brand,p_type,p_size,supplier_count
Brand#43,ECONOMY ANODIZED TIN,36,4
Brand#43,ECONOMY BRUSHED BRASS,3,4
Brand#43,ECONOMY BRUSHED BRASS,23,4
Brand#43,ECONOMY BRUSHED BRASS,36,4
Brand#43,ECONOMY BRUSHED BRASS,49,4
Brand#43,ECONOMY BRUSHED COPPER,14,4
Brand#43,ECONOMY BRUSHED COPPER,19,4
Brand#43,ECONOMY BRUSHED COPPER,36,4
Brand#43,ECONOMY BRUSHED NICKEL,23,4
Brand#43,ECONOMY BRUSHED NICKEL,36,4
Brand#43,ECONOMY BRUSHED NICKEL,45,4
Brand#43,ECONOMY BRUSHED STEEL,19,4
Brand#43,ECONOMY BRUSHED TIN,3,4
Brand#43,ECONOMY BRUSHED TIN,14,4
Brand#43,ECONOMY BRUSHED TIN,19,4
Brand#43,ECONOMY BRUSHED TIN,23,4
Brand#43,ECONOMY BURNISHED BRASS,9,4
Brand#43,ECONOMY BURNISHED BRASS,14,4
Brand#43,ECONOMY BURNISHED BRASS,23,4
Brand#43,ECONOMY BURNISHED BRASS,36,4
Brand#43,ECONOMY BURNISHED BRASS,45,4
Brand#43,ECONOMY BURNISHED COPPER,3,4
Brand#43,ECONOMY BURNISHED COPPER,19,4
Brand#43,ECONOMY BURNISHED COPPER,23,4
Brand#43,ECONOMY BURNISHED COPPER,45,4
Brand#43,ECONOMY BURNISHED NICKEL,49,4
Brand#43,ECONOMY BURNISHED STEEL,14,4
Brand#43,ECONOMY BURNISHED STEEL,45,4
Brand#43,ECONOMY BURNISHED TIN,14,4
Brand#43,ECONOMY BURNISHED TIN,36,4
Brand#43,ECONOMY PLATED BRASS,3,4
Brand#43,ECONOMY PLATED BRASS,14,4
Brand#43,ECONOMY PLATED BRASS,19,4
Brand#43,ECONOMY PLATED BRASS,23,4
Brand#43,ECONOMY PLATED BRASS,36,4
Brand#43,ECONOMY PLATED BRASS,49,4
Brand#43,ECONOMY PLATED COPPER,14,4
Brand#43,ECONOMY PLATED COPPER,36,4
Brand#43,ECONOMY PLATED NICKEL,36,4
Brand#43,ECONOMY PLATED NICKEL,45,4
Brand#43,ECONOMY PLATED STEEL,9,4
Brand#43,ECONOMY PLATED STEEL,45,4
Brand#43,ECONOMY PLATED STEEL,49,4
Brand#43,ECONOMY PLATED TIN,3,4
Brand#43,ECONOMY PLATED TIN,14,4
Brand#43,ECONOMY PLATED TIN,36,4
Brand#43,ECONOMY PLATED TIN,45,4
Brand#43,ECONOMY POLISHED BRASS,3,4
Brand#43,ECONOMY POLISHED BRASS,9,4
Brand#43,ECONOMY POLISHED BRASS,14,4
Brand#43,ECONOMY POLISHED BRASS,36,4
Brand#43,ECONOMY POLISHED BRASS,49,4
Brand#43,ECONOMY POLISHED COPPER,3,4
Brand#43,ECONOMY POLISHED COPPER,14,4
Brand#43,ECONOMY POLISHED COPPER,23,4
Brand#43,ECONOMY POLISHED COPPER,45,4
Brand#43,ECONOMY POLISHED NICKEL,3,4
Brand#43,ECONOMY POLISHED NICKEL,9,4
Brand#43,ECONOMY POLISHED NICKEL,14,4
Brand#43,ECONOMY POLISHED NICKEL,23,4
Brand#43,ECONOMY POLISHED NICKEL,49,4
Brand#43,ECONOMY POLISHED STEEL,19,4
Brand#43,ECONOMY POLISHED STEEL,45,4
Brand#43,LARGE ANODIZED BRASS,19,4
Brand#43,LARGE ANODIZED BRASS,23,4
Brand#43,LARGE ANODIZED COPPER,3,4
Brand#43,LARGE ANODIZED COPPER,36,4
Brand#43,LARGE ANODIZED COPPER,45,4
Brand#43,LARGE ANODIZED NICKEL,14,4
Brand#43,LARGE ANODIZED STEEL,3,4
Brand#43,LARGE ANODIZED STEEL,9,4
Brand#43,LARGE ANODIZED STEEL,14,4
Brand#43,LARGE ANODIZED TIN,3,4
Brand#43,LARGE ANODIZED TIN,49,4
Brand#43,LARGE BRUSHED BRASS,14,4
Brand#43,LARGE BRUSHED BRASS,19,4
Brand#43,LARGE BRUSHED BRASS,36,4
Brand#43,LARGE BRUSHED COPPER,3,4
Brand#43,LARGE BRUSHED COPPER,23,4
Brand#43,LARGE BRUSHED COPPER,45,4
Brand#43,LARGE BRUSHED NICKEL,3,4
Brand#43,LARGE BRUSHED NICKEL,45,4
Brand#43,LARGE BRUSHED STEEL,19,4
Brand#43,LARGE BRUSHED STEEL,49,4
Brand#43,LARGE BRUSHED TIN,3,4
