p_brand,p_type,p_size,supplier_count
Brand#35,LARGE BURNISHED BRASS,19,8
Brand#35,LARGE BURNISHED BRASS,36,8
Brand#35,LARGE BURNISHED COPPER,3,8
Brand#35,LARGE BURNISHED NICKEL,14,8
Brand#35,LARGE BURNISHED NICKEL,23,8
Brand#35,LARGE BURNISHED TIN,3,8
Brand#35,LARGE BURNISHED TIN,9,8
Brand#35,LARGE BURNISHED TIN,19,8
Brand#35,LARGE BURNISHED TIN,23,8
Brand#35,LARGE BURNISHED TIN,36,8
Brand#35,LARGE PLATED BRASS,9,8
Brand#35,LARGE PLATED BRASS,45,8
Brand#35,LARGE PLATED COPPER,23,8
Brand#35,LARGE PLATED NICKEL,3,8
Brand#35,LARGE PLATED NICKEL,19,8
Brand#35,LARGE PLATED STEEL,23,8
Brand#35,LARGE PLATED TIN,9,8
Brand#35,LARGE PLATED TIN,45,8
Brand#35,LARGE POLISHED BRASS,19,8
Brand#35,LARGE POLISHED BRASS,49,8
Brand#35,LARGE POLISHED STEEL,14,8
Brand#35,LARGE POLISHED STEEL,36,8
Brand#35,LARGE POLISHED TIN,9,8
Brand#35,LARGE POLISHED TIN,14,8
Brand#35,MEDIUM ANODIZED COPPER,9,8
Brand#35,MEDIUM ANODIZED STEEL,3,8
Brand#35,MEDIUM ANODIZED TIN,14,8
Brand#35,MEDIUM ANODIZED TIN,45,8
Brand#35,MEDIUM ANODIZED TIN,49,8
Brand#35,MEDIUM BRUSHED BRASS,19,8
Brand#35,MEDIUM BRUSHED BRASS,23,8
Brand#35,MEDIUM BRUSHED COPPER,19,8
Brand#35,MEDIUM BRUSHED COPPER,36,8
Brand#35,MEDIUM BRUSHED NICKEL,9,8
Brand#35,MEDIUM BRUSHED STEEL,3,8
Brand#35,MEDIUM BRUSHED TIN,14,8
Brand#35,MEDIUM BRUSHED TIN,19,8
Brand#35,MEDIUM BURNISHED BRASS,49,8
Brand#35,MEDIUM BURNISHED STEEL,45,8
Brand#35,MEDIUM BURNISHED TIN,9,8
Brand#35,MEDIUM BURNISHED TIN,19,8
Brand#35,MEDIUM BURNISHED TIN,23,8
Brand#35,MEDIUM BURNISHED TIN,36,8
Brand#35,MEDIUM BURNISHED TIN,45,8
Brand#35,MEDIUM PLATED BRASS,3,8
Brand#35,MEDIUM PLATED BRASS,23,8
Brand#35,MEDIUM PLATED BRASS,36,8
Brand#35,MEDIUM PLATED COPPER,3,8
Brand#35,MEDIUM PLATED COPPER,9,8
Brand#35,MEDIUM PLATED COPPER,19,8
Brand#35,MEDIUM PLATED NICKEL,49,8
Brand#35,MEDIUM PLATED STEEL,14,8
Brand#35,MEDIUM PLATED STEEL,23,8
Brand#35,MEDIUM PLATED STEEL,36,8
Brand#35,MEDIUM PLATED TIN,23,8
Brand#35,PROMO ANODIZED BRASS,3,8
Brand#35,PROMO ANODIZED COPPER,3,8
Brand#35,PROMO ANODIZED COPPER,36,8
Brand#35,PROMO ANODIZED NICKEL,36,8
Brand#35,PROMO ANODIZED NICKEL,45,8
Brand#35,PROMO ANODIZED NICKEL,49,8
Brand#35,PROMO ANODIZED STEEL,45,8
Brand#35,PROMO ANODIZED TIN,14,8
Brand#35,PROMO BRUSHED BRASS,14,8
Brand#35,PROMO BRUSHED BRASS,45,8
Brand#35,PROMO BRUSHED COPPER,3,8
Brand#35,PROMO BRUSHED COPPER,14,8
Brand#35,PROMO BRUSHED NICKEL,9,8
Brand#35,PROMO BRUSHED STEEL,9,8
Brand#35,PROMO BRUSHED TIN,19,8
Brand#35,PROMO BRUSHED TIN,45,8
Brand#35,PROMO BURNISHED BRASS,3,8
Brand#35,PROMO BURNISHED BRASS,19,8
Brand#35,PROMO BURNISHED COPPER,9,8
Brand#35,PROMO BURNISHED COPPER,14,8
Brand#35,PROMO BURNISHED COPPER,19,8
Brand#35,PROMO BURNISHED NICKEL,14,8
Brand#35,PROMO BURNISHED TIN,3,8
Brand#35,PROMO BURNISHED TIN,45,8
Brand#35,PROMO PLATED BRASS,19,8
Brand#35,PROMO PLATED COPPER,23,8
Brand#35,PROMO PLATED NICKEL,9,8
Brand#35,PROMO PLATED NICKEL,23,8
Brand#35,PROMO PLATED NICKEL,45,8
Brand#35,PROMO PLATED STEEL,9,8
Brand#35,PROMO PLATED STEEL,23,8
Brand#35,PROMO PLATED STEEL,36,8
Brand#35,PROMO PLATED TIN,3,8
Brand#35,PROMO PLATED TIN,9,8
Brand#35,PROMO PLATED TIN,19,8
Brand#35,PROMO PLATED TIN,36,8
Brand#35,PROMO PLATED TIN,45,8
Brand#35,PROMO POLISHED BRASS,3,8
Brand#35,PROMO POLISHED BRASS,9,8
