p_brand,p_type,p_size,supplier_count
Brand#35,LARGE BRUSHED STEEL,9,4
Brand#35,LARGE BRUSHED STEEL,45,4
Brand#35,LARGE BRUSHED STEEL,49,4
Brand#35,LARGE BRUSHED TIN,3,4
Brand#35,LARGE BRUSHED TIN,9,4
Brand#35,LARGE BRUSHED TIN,19,4
Brand#35,LARGE BURNISHED BRASS,9,4
Brand#35,LARGE BURNISHED BRASS,23,4
Brand#35,LARGE BURNISHED COPPER,45,4
Brand#35,LARGE BURNISHED COPPER,49,4
Brand#35,LARGE BURNISHED NICKEL,36,4
Brand#35,LARGE BURNISHED STEEL,23,4
Brand#35,LARGE BURNISHED TIN,45,4
Brand#35,LARGE PLATED COPPER,3,4
Brand#35,LARGE PLATED COPPER,9,4
Brand#35,LARGE PLATED COPPER,14,4
Brand#35,LARGE PLATED COPPER,36,4
Brand#35,LARGE PLATED COPPER,49,4
Brand#35,LARGE PLATED NICKEL,9,4
Brand#35,LARGE PLATED NICKEL,14,4
Brand#35,LARGE PLATED NICKEL,23,4
Brand#35,LARGE PLATED NICKEL,49,4
Brand#35,LARGE PLATED STEEL,36,4
Brand#35,LARGE PLATED STEEL,45,4
Brand#35,LARGE PLATED TIN,3,4
Brand#35,LARGE PLATED TIN,49,4
Brand#35,LARGE POLISHED BRASS,3,4
Brand#35,LARGE POLISHED BRASS,9,4
Brand#35,LARGE POLISHED BRASS,14,4
Brand#35,LARGE POLISHED BRASS,23,4
Brand#35,LARGE POLISHED BRASS,36,4
Brand#35,LARGE POLISHED BRASS,45,4
Brand#35,LARGE POLISHED COPPER,9,4
Brand#35,LARGE POLISHED COPPER,45,4
Brand#35,LARGE POLISHED NICKEL,3,4
Brand#35,LARGE POLISHED NICKEL,9,4
Brand#35,LARGE POLISHED NICKEL,14,4
Brand#35,LARGE POLISHED NICKEL,19,4
Brand#35,LARGE POLISHED NICKEL,49,4
Brand#35,LARGE POLISHED STEEL,3,4
Brand#35,LARGE POLISHED STEEL,9,4
Brand#35,LARGE POLISHED STEEL,45,4
Brand#35,LARGE POLISHED STEEL,49,4
Brand#35,LARGE POLISHED TIN,19,4
Brand#35,LARGE POLISHED TIN,36,4
Brand#35,LARGE POLISHED TIN,45,4
Brand#35,LARGE POLISHED TIN,49,4
Brand#35,MEDIUM ANODIZED BRASS,3,4
Brand#35,MEDIUM ANODIZED BRASS,9,4
Brand#35,MEDIUM ANODIZED BRASS,14,4
Brand#35,MEDIUM ANODIZED BRASS,19,4
Brand#35,MEDIUM ANODIZED BRASS,36,4
Brand#35,MEDIUM ANODIZED COPPER,3,4
Brand#35,MEDIUM ANODIZED COPPER,23,4
Brand#35,MEDIUM ANODIZED COPPER,45,4
Brand#35,MEDIUM ANODIZED COPPER,49,4
Brand#35,MEDIUM ANODIZED NICKEL,36,4
Brand#35,MEDIUM ANODIZED NICKEL,45,4
Brand#35,MEDIUM ANODIZED NICKEL,49,4
Brand#35,MEDIUM ANODIZED STEEL,9,4
Brand#35,MEDIUM ANODIZED STEEL,14,4
Brand#35,MEDIUM ANODIZED STEEL,36,4
Brand#35,MEDIUM ANODIZED STEEL,49,4
Brand#35,MEDIUM ANODIZED TIN,9,4
Brand#35,MEDIUM BRUSHED BRASS,14,4
Brand#35,MEDIUM BRUSHED COPPER,9,4
Brand#35,MEDIUM BRUSHED COPPER,49,4
Brand#35,MEDIUM BRUSHED NICKEL,14,4
Brand#35,MEDIUM BRUSHED NICKEL,36,4
Brand#35,MEDIUM BRUSHED STEEL,9,4
Brand#35,MEDIUM BRUSHED STEEL,19,4
Brand#35,MEDIUM BRUSHED STEEL,36,4
Brand#35,MEDIUM BRUSHED TIN,3,4
Brand#35,MEDIUM BRUSHED TIN,36,4
Brand#35,MEDIUM BRUSHED TIN,45,4
Brand#35,MEDIUM BURNISHED BRASS,14,4
Brand#35,MEDIUM BURNISHED BRASS,19,4
Brand#35,MEDIUM BURNISHED BRASS,23,4
Brand#35,MEDIUM BURNISHED COPPER,3,4
Brand#35,MEDIUM BURNISHED COPPER,9,4
Brand#35,MEDIUM BURNISHED COPPER,14,4
Brand#35,MEDIUM BURNISHED COPPER,19,4
Brand#35,MEDIUM BURNISHED COPPER,45,4
Brand#35,MEDIUM BURNISHED NICKEL,36,4
Brand#35,MEDIUM BURNISHED NICKEL,45,4
Brand#35,MEDIUM BURNISHED NICKEL,49,4
Brand#35,MEDIUM BURNISHED STEEL,14,4
Brand#35,MEDIUM PLATED BRASS,9,4
