p_brand,p_type,p_size,supplier_count
Brand#15,STANDARD BRUSHED STEEL,19,12
Brand#15,STANDARD BURNISHED BRASS,19,12
Brand#15,STANDARD BURNISHED COPPER,14,12
Brand#15,STANDARD BURNISHED COPPER,36,12
Brand#15,STANDARD BURNISHED TIN,49,12
Brand#15,STANDARD PLATED COPPER,14,12
Brand#15,STANDARD PLATED STEEL,3,12
Brand#15,STANDARD PLATED TIN,9,12
Brand#15,STANDARD PLATED TIN,45,12
Brand#15,STANDARD POLISHED TIN,14,12
Brand#21,ECONOMY ANODIZED STEEL,19,12
Brand#21,ECONOMY BRUSHED COPPER,14,12
Brand#21,ECONOMY BRUSHED NICKEL,23,12
Brand#21,ECONOMY BRUSHED STEEL,45,12
Brand#21,ECONOMY BRUSHED TIN,19,12
Brand#21,ECONOMY BURNISHED BRASS,19,12
Brand#21,ECONOMY BURNISHED COPPER,45,12
Brand#21,ECONOMY BURNISHED STEEL,9,12
Brand#21,ECONOMY BURNISHED STEEL,14,12
Brand#21,ECONOMY BURNISHED TIN,49,12
Brand#21,ECONOMY PLATED BRASS,49,12
Brand#21,ECONOMY PLATED COPPER,14,12
Brand#21,ECONOMY PLATED NICKEL,3,12
Brand#21,ECONOMY PLATED STEEL,9,12
Brand#21,ECONOMY PLATED TIN,19,12
Brand#21,ECONOMY PLATED TIN,23,12
Brand#21,ECONOMY POLISHED BRASS,9,12
Brand#21,ECONOMY POLISHED STEEL,14,12
Brand#21,LARGE ANODIZED COPPER,3,12
Brand#21,LARGE ANODIZED TIN,3,12
Brand#21,LARGE ANODIZED TIN,14,12
Brand#21,LARGE ANODIZED TIN,45,12
Brand#21,LARGE BRUSHED COPPER,23,12
Brand#21,LARGE BRUSHED NICKEL,36,12
Brand#21,LARGE BRUSHED STEEL,23,12
Brand#21,LARGE BRUSHED TIN,45,12
Brand#21,LARGE BRUSHED TIN,49,12
Brand#21,LARGE BURNISHED BRASS,14,12
Brand#21,LARGE BURNISHED NICKEL,14,12
Brand#21,LARGE BURNISHED STEEL,19,12
Brand#21,LARGE PLATED BRASS,14,12
Brand#21,LARGE PLATED COPPER,19,12
Brand#21,LARGE PLATED COPPER,49,12
Brand#21,LARGE POLISHED COPPER,14,12
Brand#21,LARGE POLISHED STEEL,45,12
Brand#21,MEDIUM ANODIZED NICKEL,3,12
Brand#21,MEDIUM ANODIZED STEEL,14,12
Brand#21,MEDIUM BRUSHED BRASS,23,12
Brand#21,MEDIUM BURNISHED COPPER,49,12
Brand#21,MEDIUM BURNISHED NICKEL,9,12
Brand#21,MEDIUM BURNISHED TIN,9,12
Brand#21,MEDIUM PLATED BRASS,36,12
Brand#21,MEDIUM PLATED NICKEL,36,12
Brand#21,MEDIUM PLATED STEEL,36,12
Brand#21,MEDIUM PLATED TIN,9,12
Brand#21,PROMO ANODIZED BRASS,9,12
Brand#21,PROMO ANODIZED COPPER,9,12
Brand#21,PROMO ANODIZED NICKEL,19,12
Brand#21,PROMO ANODIZED STEEL,36,12
Brand#21,PROMO ANODIZED TIN,45,12
Brand#21,PROMO BRUSHED NICKEL,9,12
Brand#21,PROMO BRUSHED STEEL,14,12
Brand#21,PROMO BRUSHED STEEL,19,12
Brand#21,PROMO BRUSHED STEEL,45,12
Brand#21,PROMO BRUSHED TIN,14,12
Brand#21,PROMO BURNISHED COPPER,3,12
Brand#21,PROMO BURNISHED STEEL,14,12
Brand#21,PROMO PLATED BRASS,36,12
Brand#21,PROMO PLATED COPPER,49,12
Brand#21,PROMO PLATED TIN,45,12
Brand#21,PROMO POLISHED COPPER,9,12
Brand#21,PROMO POLISHED COPPER,19,12
Brand#21,PROMO POLISHED NICKEL,23,12
Brand#21,PROMO POLISHED STEEL,3,12
Brand#21,PROMO POLISHED STEEL,9,12
Brand#21,PROMO POLISHED TIN,9,12
Brand#21,PROMO POLISHED TIN,14,12
Brand#21,PROMO POLISHED TIN,19,12
Brand#21,SMALL BRUSHED NICKEL,9,12
