p_brand,p_type,p_size,supplier_count
Brand#31,LARGE BRUSHED NICKEL,19,12
Brand#31,LARGE BRUSHED STEEL,36,12
Brand#31,LARGE BRUSHED TIN,14,12
Brand#31,LARGE BURNISHED BRASS,36,12
Brand#31,LARGE BURNISHED NICKEL,14,12
Brand#31,LARGE PLATED STEEL,23,12
Brand#31,LARGE POLISHED BRASS,9,12
Brand#31,LARGE POLISHED STEEL,45,12
Brand#31,MEDIUM ANODIZED STEEL,14,12
Brand#31,MEDIUM ANODIZED TIN,9,12
Brand#31,MEDIUM ANODIZED TIN,23,12
Brand#31,MEDIUM BRUSHED BRASS,23,12
Brand#31,MEDIUM BRUSHED STEEL,3,12
Brand#31,MEDIUM BURNISHED BRASS,14,12
Brand#31,MEDIUM BURNISHED STEEL,9,12
Brand#31,PROMO ANODIZED COPPER,14,12
Brand#31,PROMO ANODIZED TIN,36,12
Brand#31,PROMO BRUSHED BRASS,3,12
Brand#31,PROMO BRUSHED COPPER,23,12
Brand#31,PROMO BRUSHED STEEL,23,12
Brand#31,PROMO BURNISHED BRASS,49,12
Brand#31,PROMO BURNISHED STEEL,3,12
Brand#31,PROMO PLATED BRASS,36,12
Brand#31,PROMO POLISHED NICKEL,49,12
Brand#31,SMALL ANODIZED COPPER,3,12
Brand#31,SMALL ANODIZED NICKEL,9,12
Brand#31,SMALL ANODIZED TIN,3,12
Brand#31,SMALL BRUSHED COPPER,14,12
Brand#31,SMALL BRUSHED COPPER,19,12
Brand#31,SMALL BRUSHED NICKEL,3,12
Brand#31,SMALL BRUSHED NICKEL,23,12
Brand#31,SMALL BRUSHED NICKEL,36,12
Brand#31,SMALL BURNISHED BRASS,3,12
Brand#31,SMALL BURNISHED NICKEL,9,12
Brand#31,SMALL BURNISHED TIN,23,12
Brand#31,SMALL PLATED STEEL,19,12
Brand#31,SMALL PLATED STEEL,23,12
Brand#31,SMALL POLISHED STEEL,3,12
Brand#31,STANDARD ANODIZED BRASS,45,12
Brand#31,STANDARD ANODIZED NICKEL,3,12
Brand#31,STANDARD BRUSHED COPPER,3,12
Brand#31,STANDARD BURNISHED STEEL,45,12
Brand#31,STANDARD PLATED BRASS,3,12
Brand#31,STANDARD PLATED BRASS,19,12
Brand#31,STANDARD PLATED STEEL,19,12
Brand#31,STANDARD POLISHED BRASS,23,12
Brand#31,STANDARD POLISHED COPPER,45,12
Brand#32,ECONOMY ANODIZED BRASS,14,12
Brand#32,ECONOMY ANODIZED STEEL,23,12
Brand#32,ECONOMY ANODIZED STEEL,49,12
Brand#32,ECONOMY ANODIZED TIN,23,12
Brand#32,ECONOMY BRUSHED NICKEL,3,12
Brand#32,ECONOMY BRUSHED STEEL,36,12
Brand#32,ECONOMY BRUSHED TIN,19,12
Brand#32,ECONOMY BURNISHED TIN,19,12
Brand#32,ECONOMY PLATED BRASS,19,12
Brand#32,ECONOMY PLATED NICKEL,23,12
Brand#32,ECONOMY PLATED TIN,45,12
Brand#32,LARGE ANODIZED NICKEL,3,12
Brand#32,LARGE ANODIZED STEEL,14,12
Brand#32,LARGE BRUSHED BRASS,45,12
Brand#32,LARGE BRUSHED NICKEL,3,12
Brand#32,LARGE BRUSHED STEEL,45,12
Brand#32,LARGE BRUSHED TIN,19,12
Brand#32,LARGE PLATED BRASS,3,12
Brand#32,LARGE PLATED BRASS,9,12
Brand#32,LARGE POLISHED COPPER,19,12
Brand#32,LARGE POLISHED NICKEL,3,12
Brand#32,MEDIUM ANODIZED COPPER,45,12
Brand#32,MEDIUM ANODIZED STEEL,19,12
Brand#32,MEDIUM ANODIZED STEEL,49,12
Brand#32,MEDIUM ANODIZED TIN,45,12
Brand#32,MEDIUM ANODIZED TIN,49,12
Brand#32,MEDIUM BURNISHED BRASS,23,12
Brand#32,MEDIUM BURNISHED NICKEL,23,12
Brand#32,MEDIUM PLATED BRASS,49,12
Brand#32,MEDIUM PLATED TIN,3,12
Brand#32,PROMO ANODIZED NICKEL,49,12
Brand#32,PROMO BRUSHED COPPER,45,12
