p_brand,p_type,p_size,supplier_count
Brand#24,ECONOMY ANODIZED NICKEL,14,8
Brand#24,ECONOMY ANODIZED NICKEL,19,8
Brand#24,ECONOMY ANODIZED NICKEL,36,8
Brand#24,ECONOMY ANODIZED STEEL,3,8
Brand#24,ECONOMY ANODIZED STEEL,36,8
Brand#24,ECONOMY ANODIZED TIN,19,8
Brand#24,ECONOMY ANODIZED TIN,36,8
Brand#24,ECONOMY BRUSHED BRASS,19,8
Brand#24,ECONOMY BRUSHED COPPER,23,8
Brand#24,ECONOMY BRUSHED NICKEL,9,8
Brand#24,ECONOMY BRUSHED NICKEL,45,8
Brand#24,ECONOMY BRUSHED NICKEL,49,8
Brand#24,ECONOMY BRUSHED STEEL,36,8
Brand#24,ECONOMY BRUSHED TIN,9,8
Brand#24,ECONOMY BRUSHED TIN,14,8
Brand#24,ECONOMY BRUSHED TIN,36,8
Brand#24,ECONOMY BURNISHED BRASS,23,8
Brand#24,ECONOMY BURNISHED BRASS,49,8
Brand#24,ECONOMY BURNISHED COPPER,45,8
Brand#24,ECONOMY BURNISHED NICKEL,14,8
Brand#24,ECONOMY BURNISHED NICKEL,19,8
Brand#24,ECONOMY BURNISHED STEEL,9,8
Brand#24,ECONOMY BURNISHED STEEL,36,8
Brand#24,ECONOMY BURNISHED STEEL,49,8
Brand#24,ECONOMY PLATED BRASS,49,8
Brand#24,ECONOMY PLATED COPPER,36,8
Brand#24,ECONOMY PLATED COPPER,45,8
Brand#24,ECONOMY PLATED NICKEL,9,8
Brand#24,ECONOMY PLATED NICKEL,36,8
Brand#24,ECONOMY PLATED STEEL,14,8
Brand#24,ECONOMY POLISHED BRASS,3,8
Brand#24,ECONOMY POLISHED BRASS,9,8
Brand#24,ECONOMY POLISHED BRASS,14,8
Brand#24,ECONOMY POLISHED BRASS,36,8
Brand#24,ECONOMY POLISHED COPPER,23,8
Brand#24,ECONOMY POLISHED NICKEL,23,8
Brand#24,ECONOMY POLISHED NICKEL,36,8
Brand#24,ECONOMY POLISHED STEEL,23,8
Brand#24,ECONOMY POLISHED STEEL,36,8
Brand#24,ECONOMY POLISHED TIN,9,8
Brand#24,ECONOMY POLISHED TIN,23,8
Brand#24,LARGE ANODIZED COPPER,23,8
Brand#24,LARGE ANODIZED NICKEL,3,8
Brand#24,LARGE ANODIZED NICKEL,23,8
Brand#24,LARGE ANODIZED NICKEL,49,8
Brand#24,LARGE ANODIZED STEEL,14,8
Brand#24,LARGE ANODIZED STEEL,49,8
Brand#24,LARGE ANODIZED TIN,9,8
Brand#24,LARGE BRUSHED COPPER,19,8
Brand#24,LARGE BRUSHED COPPER,49,8
Brand#24,LARGE BRUSHED NICKEL,36,8
Brand#24,LARGE BRUSHED STEEL,9,8
Brand#24,LARGE BRUSHED STEEL,19,8
Brand#24,LARGE BRUSHED TIN,45,8
Brand#24,LARGE BRUSHED TIN,49,8
Brand#24,LARGE BURNISHED BRASS,3,8
Brand#24,LARGE BURNISHED BRASS,23,8
Brand#24,LARGE BURNISHED COPPER,3,8
Brand#24,LARGE BURNISHED NICKEL,14,8
Brand#24,LARGE BURNISHED NICKEL,19,8
Brand#24,LARGE BURNISHED TIN,45,8
Brand#24,LARGE PLATED BRASS,9,8
Brand#24,LARGE PLATED BRASS,23,8
Brand#24,LARGE PLATED COPPER,45,8
Brand#24,LARGE PLATED COPPER,49,8
Brand#24,LARGE PLATED NICKEL,14,8
Brand#24,LARGE PLATED NICKEL,49,8
Brand#24,LARGE PLATED STEEL,19,8
Brand#24,LARGE PLATED STEEL,36,8
Brand#24,LARGE PLATED TIN,19,8
Brand#24,LARGE POLISHED BRASS,3,8
Brand#24,LARGE POLISHED BRASS,14,8
Brand#24,LARGE POLISHED BRASS,36,8
Brand#24,LARGE POLISHED NICKEL,9,8
Brand#24,LARGE POLISHED NICKEL,19,8
Brand#24,LARGE POLISHED NICKEL,36,8
Brand#24,LARGE POLISHED STEEL,23,8
Brand#24,LARGE POLISHED STEEL,49,8
Brand#24,MEDIUM ANODIZED BRASS,45,8
Brand#24,MEDIUM ANODIZED BRASS,49,8
Brand#24,MEDIUM ANODIZED COPPER,45,8
Brand#24,MEDIUM ANODIZED NICKEL,36,8
Brand#24,MEDIUM ANODIZED STEEL,9,8
Brand#24,MEDIUM ANODIZED STEEL,23,8
Brand#24,MEDIUM ANODIZED STEEL,49,8
Brand#24,MEDIUM BRUSHED BRASS,3,8
Brand#24,MEDIUM BRUSHED COPPER,14,8
Brand#24,MEDIUM BRUSHED TIN,49,8
Brand#24,MEDIUM BURNISHED BRASS,9,8
Brand#24,MEDIUM BURNISHED COPPER,3,8
Brand#24,MEDIUM BURNISHED COPPER,9,8
Brand#24,MEDIUM BURNISHED NICKEL,36,8
Brand#24,MEDIUM BURNISHED NICKEL,45,8
Brand#24,MEDIUM BURNISHED STEEL,19,8
